,HEADING_DIRECTION,R_counts,counts
0,-60.0,5,21
1,-30.0,6,24
2,-15.0,7,19
3,-7.5,6,18
4,7.5,8,18
5,15.0,9,22
6,30.0,14,21
7,60.0,11,18
