,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,15
1,-30.0,1,17
2,-15.0,2,17
3,-7.5,6,16
4,7.5,11,17
5,15.0,10,17
6,30.0,15,16
7,60.0,15,16
