,HEADING_DIRECTION,R_counts,counts
0,-60.0,72.0,708.0
1,-30.0,110.0,804.0
2,-15.0,114.0,812.0
3,-7.5,304.0,802.0
4,7.5,366.0,822.0
5,15.0,466.0,842.0
6,30.0,572.0,782.0
7,60.0,636.0,824.0
