,HEADING_DIRECTION,R_counts,counts
0,-60.0,3,12
1,-30.0,4,10
2,-15.0,4,8
3,-7.5,8,10
4,7.5,5,11
5,15.0,5,13
6,30.0,6,12
7,60.0,6,11
