,HEADING_DIRECTION,R_counts,counts
0,-60.0,3,17
1,-30.0,4,13
2,-15.0,3,17
3,-7.5,4,12
4,7.5,7,12
5,15.0,4,9
6,30.0,8,11
7,60.0,6,19
