,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,18
1,-30.0,5,16
2,-15.0,8,22
3,-7.5,6,16
4,7.5,10,16
5,15.0,9,15
6,30.0,8,14
7,60.0,10,14
