Trial number,Trial number - binary,Expected MSB,Trial number excepted - bins,Trial number - bins ,Start time,End time
1,1,1,0000000000001,0000000000001,0,4037
2,2,2,0000000000010,0000000000010,6817,10107
3,2,2,0000000000011,0000000000010,13416,17761
4,4,4,0000000000100,0000000000100,20747,24308
5,4,4,0000000000101,0000000000100,27087,30466
6,4,4,0000000000110,0000000000100,34017,38441
7,4,4,0000000000111,0000000000100,41445,45552
8,8,8,0000000001000,0000000001000,48319,52761
9,8,8,0000000001001,0000000001000,55757,59633
10,8,8,0000000001010,0000000001000,62665,66712
11,8,8,0000000001011,0000000001000,69742,74251
12,8,8,0000000001100,0000000001000,77283,81885
13,8,8,0000000001101,0000000001000,84664,88805
14,8,8,0000000001110,0000000001000,91384,94658
15,8,8,0000000001111,0000000001000,97665,100734
16,16,16,0000000010000,0000000010000,103504,105430
17,16,16,0000000010001,0000000010000,107994,110955
18,16,16,0000000010010,0000000010000,113704,115593
19,16,16,0000000010011,0000000010000,118165,120065
20,16,16,0000000010100,0000000010000,123246,125138
21,16,16,0000000010101,0000000010000,130521,134134
22,16,16,0000000010110,0000000010000,136701,141213
23,16,16,0000000010111,0000000010000,145557,148996
24,16,16,0000000011000,0000000010000,153224,157613
25,16,16,0000000011001,0000000010000,160655,165262
26,16,16,0000000011010,0000000010000,167856,172301
27,16,16,0000000011011,0000000010000,175301,179264
28,16,16,0000000011100,0000000010000,182276,185353
29,16,16,0000000011101,0000000010000,188373,191768
30,16,16,0000000011110,0000000010000,194774,198664
31,16,16,0000000011111,0000000010000,201685,203574
32,32,32,0000000100000,0000000100000,206154,209437
33,32,32,0000000100001,0000000100000,212020,216258
34,34,32,0000000100010,0000000100010,219289,223061
35,34,32,0000000100011,0000000100010,226094,230411
36,32,32,0000000100100,0000000100000,232981,237444
37,32,32,0000000100101,0000000100000,240224,244262
38,34,32,0000000100110,0000000100010,247087,252162
39,32,32,0000000100111,0000000100000,254905,256828
40,40,32,0000000101000,0000000101000,259869,263725
41,40,32,0000000101001,0000000101000,266740,270611
42,40,32,0000000101010,0000000101000,273639,277322
43,32,32,0000000101011,0000000100000,281523,285782
44,32,32,0000000101100,0000000100000,288807,292394
45,32,32,0000000101101,0000000100000,294967,301193
46,34,32,0000000101110,0000000100010,304217,306102
47,32,32,0000000101111,0000000100000,308864,310754
48,32,32,0000000110000,0000000100000,313416,318524
49,32,32,0000000110001,0000000100000,321629,323556
50,34,32,0000000110010,0000000100010,383128,385009
51,34,32,0000000110011,0000000100010,397121,400883
52,32,32,0000000110100,0000000100000,403672,407188
53,32,32,0000000110101,0000000100000,409953,414002
54,34,32,0000000110110,0000000100010,416573,420736
55,34,32,0000000110111,0000000100010,424052,427409
56,40,32,0000000111000,0000000101000,432196,436676
57,40,32,0000000111001,0000000101000,441001,444832
58,40,32,0000000111010,0000000101000,451994,453881
59,40,32,0000000111011,0000000101000,456999,458896
60,32,32,0000000111100,0000000100000,471436,473329
61,32,32,0000000111101,0000000100000,478619,480495
62,32,32,0000000111110,0000000100000,485666,487568
63,32,32,0000000111111,0000000100000,491407,493296
64,64,64,0000001000000,0000001000000,496294,498186
65,64,64,0000001000001,0000001000000,504836,509928
66,64,64,0000001000010,0000001000000,514327,517290
67,64,64,0000001000011,0000001000000,522920,524811
68,64,64,0000001000100,0000001000000,611423,613307
69,64,64,0000001000101,0000001000000,616067,617960
70,64,64,0000001000110,0000001000000,620999,625194
71,64,64,0000001000111,0000001000000,627938,632454
72,64,64,0000001001000,0000001000000,635254,638537
73,64,64,0000001001001,0000001000000,642898,644790
74,64,64,0000001001010,0000001000000,649521,651407
75,64,64,0000001001011,0000001000000,654182,656074
76,64,64,0000001001100,0000001000000,659073,663120
77,64,64,0000001001101,0000001000000,666879,668770
78,64,64,0000001001110,0000001000000,671551,674592
79,64,64,0000001001111,0000001000000,677152,679053
80,64,64,0000001010000,0000001000000,681621,683511
81,64,64,0000001010001,0000001000000,686284,688171
82,64,64,0000001010010,0000001000000,691194,693096
83,64,64,0000001010011,0000001000000,696524,698412
84,64,64,0000001010100,0000001000000,701785,707727
85,64,64,0000001010101,0000001000000,713266,718245
86,64,64,0000001010110,0000001000000,721263,724567
87,64,64,0000001010111,0000001000000,728552,732566
88,64,64,0000001011000,0000001000000,735552,740523
89,64,64,0000001011001,0000001000000,743354,747716
90,64,64,0000001011010,0000001000000,750296,754760
91,64,64,0000001011011,0000001000000,757757,761972
92,64,64,0000001011100,0000001000000,764756,768779
93,64,64,0000001011101,0000001000000,772446,774346
94,64,64,0000001011110,0000001000000,777353,779247
95,64,64,0000001011111,0000001000000,797679,801678
96,64,64,0000001100000,0000001000000,808281,811239
97,64,64,0000001100001,0000001000000,814405,816293
98,66,64,0000001100010,0000001000010,818951,820832
99,66,64,0000001100011,0000001000010,867239,873178
100,64,64,0000001100100,0000001000000,875746,879712
101,64,64,0000001100101,0000001000000,882737,884628
102,66,64,0000001100110,0000001000010,887639,891523
103,64,64,0000001100111,0000001000000,894278,899074
104,72,64,0000001101000,0000001001000,902383,907865
105,64,64,0000001101001,0000001000000,910451,914875
106,66,64,0000001101010,0000001000010,917677,923054
107,64,64,0000001101011,0000001000000,925817,930917
108,64,64,0000001101100,0000001000000,934487,938874
109,64,64,0000001101101,0000001000000,941608,946154
110,64,64,0000001101110,0000001000000,949144,951034
111,66,64,0000001101111,0000001000010,954075,955967
112,64,64,0000001110000,0000001000000,958954,962954
113,64,64,0000001110001,0000001000000,965952,970355
114,66,64,0000001110010,0000001000010,972948,977040
115,66,64,0000001110011,0000001000010,980049,984276
116,64,64,0000001110100,0000001000000,987306,991407
117,64,64,0000001110101,0000001000000,994435,998220
118,66,64,0000001110110,0000001000010,1001000,1002890
119,66,64,0000001110111,0000001000010,1009661,1011541
120,72,64,0000001111000,0000001001000,1014105,1016004
121,72,64,0000001111001,0000001001000,1040563,1046292
122,72,64,0000001111010,0000001001000,1049036,1053104
123,72,64,0000001111011,0000001001000,1055866,1059514
124,64,64,0000001111100,0000001000000,1062541,1066424
125,64,64,0000001111101,0000001000000,1069215,1072486
126,66,64,0000001111110,0000001000010,1075046,1078707
127,64,64,0000001111111,0000001000000,1081705,1085536
128,128,128,0000010000000,0000010000000,1088285,1091687
129,128,128,0000010000001,0000010000000,1094737,1098719
130,128,128,0000010000010,0000010000000,1101739,1105817
131,128,128,0000010000011,0000010000000,1109797,1114613
132,128,128,0000010000100,0000010000000,1117594,1121714
