,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,15
1,-30.0,3,14
2,-15.0,8,15
3,-7.5,8,21
4,7.5,8,16
5,15.0,9,16
6,30.0,9,15
7,60.0,9,14
