,HEADING_DIRECTION,R_counts,counts
0,-60.0,2,18
1,-30.0,2,14
2,-15.0,4,18
3,-7.5,9,16
4,7.5,11,16
5,15.0,9,16
6,30.0,11,16
7,60.0,14,14
