,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,20
1,-30.0,7,23
2,-15.0,11,20
3,-7.5,7,24
4,7.5,12,19
5,15.0,15,21
6,30.0,15,19
7,60.0,15,19
