,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,19
1,-30.0,2,19
2,-15.0,9,18
3,-7.5,10,22
4,7.5,16,20
5,15.0,14,19
6,30.0,16,18
7,60.0,14,17
