,HEADING_DIRECTION,R_counts,counts
0,-60.0,3,16
1,-30.0,7,13
2,-15.0,7,17
3,-7.5,11,16
4,7.5,9,20
5,15.0,10,14
6,30.0,12,13
7,60.0,10,22
