Trial,Rat Decison,STIMULUS_TYPE,HEADING_DIRECTION,TrialBeginRealTime,AudioStartRealTime,HeadEnterCenterRealTime,StimulusStartRealTime,RobotEndMovingForwardRealTime,CenterRewardRealTime,GoCueSoundRealTime,RatDecisionRealTime,SideRewardSoundRealTime,RightRewardRealTime,RobotStartMovingBackwardRealTime,TotalManualReward
1.0,DurationTime,2.0,60.0,1.0,715.0,1702.0,1724.0,2785.0,,,,,,3604.0,0.0
1.0,Left,2.0,-60.0,0.0,744.0,764.0,781.0,1845.0,2869.0,2923.0,3734.0,3761.0,,4930.0,0.0
2.0,Right,2.0,30.0,0.0,730.0,755.0,770.0,1841.0,2859.0,2906.0,3724.0,3748.0,3847.0,4864.0,0.0
3.0,Right,2.0,7.5,0.0,742.0,766.0,782.0,1851.0,2869.0,2916.0,3817.0,3840.0,3943.0,4962.0,0.0
4.0,Right,2.0,60.0,0.0,738.0,761.0,779.0,1842.0,2861.0,2907.0,3692.0,3716.0,3819.0,4838.0,0.0
5.0,Right,2.0,15.0,0.0,741.0,765.0,781.0,1850.0,2871.0,2914.0,3814.0,3837.0,3940.0,4961.0,0.0
6.0,Left,2.0,-7.5,0.0,744.0,767.0,788.0,1849.0,2867.0,2916.0,3577.0,3601.0,,4776.0,0.0
7.0,Left,2.0,-15.0,0.0,735.0,758.0,774.0,1839.0,2856.0,2904.0,3497.0,3520.0,,4691.0,0.0
8.0,Right,2.0,-30.0,0.0,728.0,752.0,775.0,1841.0,2859.0,2905.0,3997.0,,,4821.0,0.0
9.0,DurationTime,2.0,-15.0,0.0,728.0,751.0,768.0,1829.0,,,,,,2642.0,0.0
10.0,DurationTime,2.0,60.0,0.0,730.0,5527.0,5544.0,6610.0,,,,,,7423.0,0.0
11.0,DurationTime,2.0,7.5,0.0,697.0,720.0,740.0,1807.0,,,,,,2622.0,0.0
12.0,Right,2.0,30.0,0.0,697.0,720.0,735.0,1795.0,2815.0,2860.0,3717.0,3740.0,3843.0,4862.0,0.0
13.0,Left,2.0,60.0,0.0,735.0,759.0,778.0,1843.0,2862.0,2909.0,4931.0,,,5753.0,0.0
14.0,NoDecision,2.0,15.0,0.0,734.0,757.0,778.0,1841.0,2859.0,2906.0,,,,6703.0,0.0
15.0,DurationTime,2.0,-7.5,0.0,740.0,4125.0,4147.0,5205.0,,,,,,6018.0,0.0
16.0,Right,2.0,-15.0,0.0,707.0,7181.0,7201.0,8260.0,9277.0,9325.0,9470.0,,,10300.0,0.0
17.0,DurationTime,2.0,7.5,0.0,733.0,757.0,778.0,1840.0,,,,,,2655.0,0.0
18.0,Left,2.0,-60.0,0.0,730.0,13826.0,13847.0,14909.0,15926.0,15975.0,17270.0,17293.0,,18463.0,0.0
19.0,Right,2.0,-30.0,0.0,722.0,745.0,764.0,1827.0,2846.0,2898.0,2878.0,,,3713.0,0.0
20.0,Left,2.0,15.0,0.0,728.0,750.0,761.0,1824.0,2842.0,2888.0,3667.0,,,4488.0,0.0
21.0,DurationTime,2.0,-7.5,0.0,737.0,760.0,776.0,1842.0,,,,,,2656.0,0.0
22.0,DurationTime,2.0,7.5,0.0,734.0,5534.0,5550.0,6607.0,,,,,,7422.0,0.0
23.0,DurationTime,2.0,7.5,0.0,734.0,5610.0,5629.0,6694.0,,,,,,7511.0,0.0
24.0,Right,2.0,-7.5,0.0,743.0,766.0,781.0,1849.0,2867.0,2915.0,3981.0,,,4810.0,0.0
25.0,DurationTime,2.0,7.5,0.0,733.0,757.0,774.0,1838.0,,,,,,2653.0,0.0
26.0,Right,2.0,7.5,0.0,742.0,765.0,782.0,1854.0,2871.0,2919.0,3880.0,3903.0,4003.0,5023.0,0.0
27.0,Left,2.0,-15.0,0.0,736.0,757.0,777.0,1846.0,2865.0,2911.0,4109.0,4132.0,,5303.0,0.0
28.0,Left,2.0,-30.0,0.0,726.0,748.0,762.0,1829.0,2845.0,2893.0,4076.0,4099.0,,5267.0,0.0
29.0,Left,2.0,-60.0,0.0,736.0,758.0,774.0,1837.0,2856.0,2909.0,2889.0,2924.0,,4090.0,0.0
30.0,Right,2.0,60.0,0.0,732.0,753.0,767.0,1828.0,2846.0,2893.0,3937.0,3960.0,4063.0,5082.0,0.0
31.0,Left,2.0,15.0,0.0,748.0,771.0,786.0,1853.0,2871.0,2919.0,3658.0,,,4486.0,0.0
32.0,DurationTime,2.0,-7.5,0.0,730.0,753.0,767.0,1835.0,,,,,,2649.0,0.0
33.0,Right,2.0,30.0,0.0,704.0,7020.0,7041.0,8098.0,9118.0,9163.0,10057.0,10081.0,10183.0,11201.0,0.0
34.0,Left,2.0,7.5,0.0,698.0,1572.0,1592.0,2653.0,3671.0,3717.0,4680.0,,,5501.0,0.0
35.0,Right,2.0,-7.5,0.0,732.0,756.0,772.0,1832.0,2851.0,2896.0,4400.0,,,5227.0,0.0
36.0,Right,2.0,15.0,0.0,728.0,751.0,767.0,1831.0,2847.0,2894.0,4047.0,4070.0,4172.0,5192.0,0.0
37.0,Right,2.0,30.0,0.0,737.0,761.0,775.0,1843.0,2861.0,2907.0,3801.0,3824.0,3926.0,4945.0,0.0
