,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,9
1,-30.0,1,11
2,-15.0,3,10
3,-7.5,4,9
4,7.5,5,12
5,15.0,4,8
6,30.0,7,9
7,60.0,8,10
