,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,7
1,-30.0,4,9
2,-15.0,0,9
3,-7.5,5,19
4,7.5,3,7
5,15.0,6,8
6,30.0,7,9
7,60.0,6,7
