,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,12
1,-30.0,2,12
2,-15.0,4,10
3,-7.5,4,12
4,7.5,7,13
5,15.0,8,12
6,30.0,6,11
7,60.0,11,14
