,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,26
1,-30.0,7,27
2,-15.0,8,27
3,-7.5,5,29
4,7.5,18,29
5,15.0,17,27
6,30.0,21,26
7,60.0,27,27
