Trial,Rat Decison,STIMULUS_TYPE,HEADING_DIRECTION,TrialBeginRealTime,AudioStartRealTime,HeadEnterCenterRealTime,StimulusStartRealTime,RobotEndMovingForwardRealTime,CenterRewardRealTime,GoCueSoundRealTime,RatDecisionRealTime,SideRewardSoundRealTime,RightRewardRealTime,RobotStartMovingBackwardRealTime,TotalManualReward
1.0,Left,2.0,30.0,1.0,718.0,2880.0,2899.0,3963.0,4986.0,5041.0,5022.0,,,5860.0,0.0
2.0,Right,2.0,-30.0,0.0,695.0,1559.0,1579.0,2640.0,3661.0,3703.0,4649.0,,,5473.0,0.0
3.0,Right,2.0,60.0,0.0,718.0,1022.0,1040.0,2103.0,3122.0,3171.0,3154.0,3184.0,3281.0,4298.0,0.0
4.0,DurationTime,2.0,15.0,0.0,697.0,820.0,836.0,1903.0,,,,,,2718.0,0.0
5.0,DurationTime,2.0,7.5,0.0,691.0,1927.0,1948.0,3008.0,,,,,,3821.0,0.0
6.0,Right,2.0,7.5,0.0,724.0,1418.0,1433.0,2503.0,3520.0,3568.0,4404.0,4427.0,4530.0,5546.0,0.0
7.0,Left,2.0,15.0,0.0,728.0,752.0,770.0,1830.0,2849.0,2895.0,3705.0,,,4533.0,0.0
8.0,Left,2.0,-60.0,0.0,703.0,727.0,741.0,1806.0,2822.0,2869.0,3469.0,3493.0,,4661.0,0.0
9.0,Left,2.0,-15.0,0.0,695.0,718.0,736.0,1799.0,2815.0,2863.0,3419.0,3443.0,,4616.0,0.0
10.0,Right,2.0,-7.5,0.0,698.0,722.0,737.0,1801.0,2818.0,2865.0,3520.0,,,4343.0,0.0
11.0,Right,2.0,-7.5,0.0,717.0,741.0,756.0,1825.0,2840.0,2889.0,3696.0,,,4520.0,0.0
12.0,Left,2.0,-60.0,0.0,687.0,709.0,724.0,1793.0,2810.0,2857.0,3453.0,3476.0,,4646.0,0.0
13.0,Right,2.0,60.0,0.0,692.0,712.0,727.0,1794.0,2812.0,2859.0,3668.0,3692.0,3794.0,4814.0,0.0
14.0,Left,2.0,15.0,0.0,721.0,744.0,765.0,1826.0,2843.0,2891.0,3804.0,,,4631.0,0.0
15.0,Right,2.0,-30.0,0.0,709.0,730.0,747.0,1807.0,2824.0,2873.0,3619.0,,,4441.0,0.0
16.0,Right,2.0,30.0,0.0,717.0,740.0,754.0,1821.0,2838.0,2882.0,3873.0,3896.0,3997.0,5015.0,0.0
17.0,Right,2.0,7.5,1.0,695.0,716.0,730.0,1794.0,2815.0,2858.0,3615.0,3639.0,3740.0,4760.0,0.0
18.0,Left,2.0,-15.0,0.0,695.0,719.0,730.0,1801.0,2815.0,2865.0,3704.0,3727.0,,4898.0,0.0
19.0,Right,2.0,30.0,0.0,719.0,742.0,757.0,1817.0,2834.0,2882.0,4059.0,4082.0,4183.0,5200.0,0.0
20.0,Right,2.0,15.0,0.0,704.0,724.0,741.0,1806.0,2824.0,2865.0,3747.0,3770.0,3873.0,4893.0,0.0
21.0,Right,2.0,60.0,0.0,738.0,762.0,779.0,1844.0,2863.0,2909.0,4265.0,4288.0,4390.0,5410.0,0.0
22.0,Right,2.0,-30.0,0.0,696.0,720.0,733.0,1802.0,2821.0,2865.0,4285.0,,,5110.0,0.0
23.0,Left,2.0,-7.5,0.0,720.0,745.0,761.0,1830.0,2848.0,2893.0,3772.0,3795.0,,4968.0,0.0
24.0,Right,2.0,-15.0,0.0,729.0,752.0,764.0,1833.0,2851.0,2897.0,3797.0,,,4624.0,0.0
25.0,Left,2.0,-60.0,0.0,709.0,732.0,745.0,1811.0,2830.0,2879.0,3879.0,3903.0,,5072.0,0.0
26.0,Left,2.0,7.5,0.0,730.0,753.0,769.0,1830.0,2848.0,2893.0,3798.0,,,4621.0,0.0
27.0,Right,2.0,15.0,0.0,722.0,745.0,763.0,1827.0,2845.0,2892.0,3772.0,3796.0,3896.0,4914.0,0.0
28.0,Left,2.0,-30.0,0.0,698.0,720.0,737.0,1795.0,2813.0,2860.0,3809.0,3832.0,,5002.0,0.0
29.0,Left,2.0,-7.5,0.0,713.0,737.0,754.0,1815.0,2839.0,2886.0,3692.0,3714.0,,4883.0,0.0
30.0,Left,2.0,-15.0,0.0,699.0,722.0,740.0,1803.0,2822.0,2867.0,3907.0,3930.0,,5102.0,0.0
31.0,Right,2.0,7.5,0.0,737.0,760.0,775.0,1836.0,2853.0,2900.0,3699.0,3722.0,3823.0,4840.0,0.0
32.0,Right,2.0,60.0,0.0,723.0,746.0,764.0,1830.0,2849.0,2897.0,4183.0,4207.0,4311.0,5330.0,0.0
33.0,Right,2.0,30.0,0.0,696.0,719.0,737.0,1803.0,2821.0,2868.0,3684.0,3707.0,3807.0,4827.0,0.0
34.0,Left,2.0,-60.0,0.0,717.0,740.0,752.0,1816.0,2832.0,2881.0,3957.0,3979.0,,5152.0,0.0
35.0,Left,2.0,-30.0,0.0,706.0,727.0,744.0,1805.0,2819.0,2864.0,3768.0,3791.0,,4957.0,0.0
36.0,Left,2.0,-7.5,0.0,701.0,729.0,745.0,1804.0,2820.0,2868.0,3889.0,3912.0,,5080.0,0.0
37.0,Left,2.0,-15.0,0.0,709.0,730.0,745.0,1812.0,2829.0,2876.0,3652.0,3675.0,,4846.0,0.0
38.0,Right,2.0,15.0,0.0,719.0,742.0,759.0,1818.0,2836.0,2883.0,3813.0,3836.0,3937.0,4952.0,0.0
39.0,Left,2.0,-60.0,0.0,725.0,746.0,761.0,1825.0,2839.0,2889.0,3922.0,3946.0,,5120.0,0.0
40.0,Left,2.0,7.5,0.0,726.0,749.0,764.0,1825.0,2842.0,2890.0,3718.0,,,4542.0,0.0
41.0,Right,2.0,60.0,0.0,689.0,710.0,726.0,1788.0,2806.0,2853.0,4161.0,4184.0,4285.0,5303.0,0.0
42.0,Right,2.0,30.0,0.0,739.0,762.0,787.0,1847.0,2864.0,2911.0,3932.0,3956.0,4058.0,5073.0,0.0
43.0,Right,2.0,60.0,0.0,703.0,723.0,737.0,1802.0,2821.0,2866.0,3782.0,3805.0,3908.0,4925.0,0.0
44.0,Left,2.0,-7.5,0.0,688.0,712.0,726.0,1791.0,2811.0,2856.0,3848.0,3871.0,,5040.0,0.0
45.0,Right,2.0,-15.0,0.0,693.0,2868.0,2893.0,3955.0,4974.0,5020.0,5947.0,,,6771.0,0.0
46.0,Left,2.0,-60.0,0.0,730.0,752.0,774.0,1836.0,2854.0,2900.0,3698.0,3721.0,,4888.0,0.0
47.0,Left,2.0,7.5,0.0,713.0,733.0,746.0,1810.0,2828.0,2873.0,3601.0,,,4426.0,0.0
48.0,Right,2.0,-30.0,0.0,735.0,759.0,774.0,1837.0,2854.0,2901.0,3747.0,,,4574.0,0.0
49.0,Right,2.0,30.0,0.0,691.0,715.0,730.0,1802.0,2820.0,2866.0,3692.0,3715.0,3816.0,4832.0,0.0
50.0,Right,2.0,15.0,0.0,708.0,729.0,745.0,1808.0,2825.0,2871.0,3736.0,3760.0,3862.0,4881.0,0.0
51.0,Right,2.0,15.0,0.0,692.0,712.0,726.0,1787.0,2805.0,2852.0,4024.0,4048.0,4150.0,5167.0,0.0
52.0,Right,2.0,-30.0,0.0,702.0,726.0,747.0,1807.0,2827.0,2869.0,3706.0,,,4530.0,0.0
53.0,Right,2.0,-15.0,0.0,699.0,720.0,738.0,1799.0,2817.0,2863.0,2850.0,,,3676.0,0.0
54.0,Right,2.0,30.0,0.0,702.0,726.0,741.0,1799.0,2816.0,2864.0,3843.0,3866.0,3969.0,4986.0,0.0
55.0,Left,2.0,-60.0,0.0,703.0,727.0,744.0,1804.0,2820.0,2868.0,3772.0,3791.0,,4958.0,0.0
56.0,Left,2.0,-7.5,0.0,704.0,725.0,740.0,1805.0,2822.0,2870.0,3551.0,3574.0,,4743.0,0.0
57.0,Right,2.0,60.0,0.0,691.0,715.0,731.0,1797.0,2815.0,2864.0,3690.0,3714.0,3816.0,4833.0,0.0
58.0,Right,2.0,7.5,0.0,699.0,721.0,736.0,1804.0,2820.0,2868.0,3765.0,3789.0,3891.0,4909.0,0.0
59.0,Right,2.0,60.0,0.0,722.0,745.0,768.0,1830.0,2847.0,2895.0,4078.0,4102.0,4201.0,5218.0,0.0
60.0,Left,2.0,-60.0,0.0,689.0,713.0,724.0,1795.0,2812.0,2859.0,3800.0,3821.0,,4993.0,0.0
61.0,Left,2.0,-30.0,0.0,691.0,715.0,728.0,1796.0,2811.0,2855.0,3874.0,3897.0,,5067.0,0.0
62.0,Right,2.0,30.0,0.0,740.0,763.0,782.0,1842.0,2858.0,2907.0,3927.0,3950.0,4050.0,5068.0,0.0
63.0,Right,2.0,-7.5,0.0,703.0,726.0,739.0,1813.0,2830.0,2876.0,3735.0,,,4561.0,0.0
64.0,Right,2.0,-15.0,0.0,698.0,719.0,734.0,1802.0,2820.0,2866.0,3852.0,,,4674.0,0.0
65.0,Left,2.0,15.0,0.0,689.0,712.0,730.0,1795.0,2813.0,2860.0,4007.0,,,4831.0,0.0
66.0,Right,2.0,7.5,0.0,693.0,714.0,727.0,1790.0,2807.0,2853.0,3733.0,3756.0,3859.0,4876.0,0.0
67.0,Left,2.0,-30.0,0.0,740.0,763.0,781.0,1840.0,2857.0,2904.0,4219.0,4241.0,,5412.0,0.0
68.0,Left,2.0,-60.0,0.0,691.0,714.0,727.0,1792.0,2810.0,2857.0,3539.0,3563.0,,4733.0,0.0
69.0,Right,2.0,30.0,0.0,719.0,740.0,755.0,1822.0,2837.0,2886.0,4150.0,4173.0,4275.0,5293.0,0.0
70.0,Right,2.0,15.0,0.0,700.0,721.0,737.0,1803.0,2820.0,2867.0,3742.0,3765.0,3867.0,4887.0,0.0
71.0,Right,2.0,7.5,0.0,723.0,746.0,760.0,1824.0,2839.0,2888.0,4657.0,4681.0,4782.0,5799.0,0.0
72.0,Right,2.0,60.0,0.0,710.0,733.0,750.0,1810.0,2827.0,2874.0,3876.0,3900.0,4002.0,5018.0,0.0
