,HEADING_DIRECTION,R_counts,counts
0,-60.0,3,28
1,-30.0,7,27
2,-15.0,10,24
3,-7.5,16,23
4,7.5,20,26
5,15.0,16,25
6,30.0,20,26
7,60.0,22,25
