Trial,Rat Decison,STIMULUS_TYPE,HEADING_DIRECTION,TrialBeginRealTime,AudioStartRealTime,HeadEnterCenterRealTime,StimulusStartRealTime,RobotEndMovingForwardRealTime,CenterRewardRealTime,GoCueSoundRealTime,RatDecisionRealTime,SideRewardSoundRealTime,RightRewardRealTime,RobotStartMovingBackwardRealTime,TotalManualReward
1.0,Right,2.0,60.0,1.0,709.0,8439.0,8463.0,9528.0,10553.0,10610.0,10590.0,10628.0,10731.0,11755.0,0.0
2.0,DurationTime,2.0,-30.0,0.0,738.0,7484.0,7495.0,8579.0,,,,,,9393.0,0.0
3.0,DurationTime,2.0,15.0,0.0,714.0,737.0,754.0,1824.0,,,,,,2639.0,0.0
4.0,Right,2.0,15.0,0.0,721.0,10764.0,10778.0,11841.0,12853.0,12904.0,13636.0,13660.0,13759.0,14776.0,0.0
5.0,Right,2.0,-60.0,0.0,739.0,762.0,776.0,1845.0,2863.0,2910.0,4001.0,,,4826.0,0.0
6.0,Right,2.0,-30.0,0.0,736.0,758.0,770.0,1826.0,2843.0,2890.0,4085.0,,,4911.0,0.0
7.0,DurationTime,2.0,7.5,0.0,728.0,1090.0,1100.0,2167.0,,,,,,2984.0,0.0
8.0,Right,2.0,-7.5,0.0,731.0,755.0,768.0,1835.0,2854.0,2900.0,3926.0,,,4753.0,0.0
9.0,Right,2.0,-15.0,0.0,731.0,753.0,767.0,1830.0,2852.0,2894.0,3659.0,,,4481.0,0.0
10.0,Right,2.0,30.0,0.0,742.0,764.0,780.0,1847.0,2866.0,2913.0,3638.0,3662.0,3764.0,4780.0,0.0
11.0,Right,2.0,7.5,0.0,730.0,751.0,766.0,1828.0,2844.0,2893.0,4014.0,4037.0,4140.0,5163.0,0.0
12.0,Right,2.0,-15.0,0.0,734.0,757.0,775.0,1842.0,2861.0,2906.0,4000.0,,,4828.0,0.0
13.0,Right,2.0,60.0,0.0,731.0,754.0,768.0,1826.0,2845.0,2891.0,3634.0,3657.0,3758.0,4779.0,0.0
14.0,Left,2.0,-30.0,0.0,734.0,757.0,776.0,1842.0,2859.0,2906.0,3616.0,3637.0,,4810.0,0.0
15.0,Left,2.0,15.0,0.0,736.0,757.0,771.0,1843.0,2858.0,2907.0,3854.0,,,4682.0,0.0
16.0,Right,2.0,30.0,0.0,707.0,730.0,745.0,1807.0,2824.0,2873.0,3576.0,3598.0,3702.0,4719.0,0.0
17.0,Left,2.0,-60.0,0.0,723.0,747.0,766.0,1825.0,2840.0,2889.0,4086.0,4109.0,,5280.0,0.0
18.0,Right,2.0,7.5,0.0,729.0,751.0,766.0,1828.0,2846.0,2893.0,3595.0,3618.0,3718.0,4735.0,0.0
19.0,Right,2.0,-7.5,0.0,740.0,764.0,783.0,1847.0,2867.0,2911.0,4076.0,,,4900.0,0.0
20.0,Right,2.0,30.0,0.0,740.0,763.0,781.0,1842.0,2858.0,2905.0,3651.0,3674.0,3777.0,4792.0,0.0
21.0,Right,2.0,7.5,0.0,743.0,767.0,785.0,1851.0,2872.0,2915.0,3865.0,3888.0,3991.0,5009.0,0.0
22.0,Right,2.0,-15.0,0.0,735.0,757.0,776.0,1845.0,2864.0,2910.0,3953.0,,,4778.0,0.0
23.0,Right,2.0,60.0,0.0,742.0,766.0,782.0,1843.0,2862.0,2907.0,3889.0,3913.0,4012.0,5033.0,0.0
24.0,Left,2.0,-30.0,0.0,698.0,719.0,734.0,1802.0,2820.0,2867.0,3641.0,3665.0,,4861.0,0.0
25.0,Left,2.0,15.0,0.0,730.0,751.0,767.0,1832.0,2850.0,2897.0,3926.0,,,4753.0,0.0
26.0,Left,2.0,-60.0,0.0,730.0,753.0,773.0,1843.0,2863.0,2907.0,3504.0,3527.0,,4718.0,0.0
27.0,Left,2.0,-7.5,0.0,727.0,749.0,763.0,1825.0,2843.0,2889.0,3638.0,3661.0,,4852.0,0.0
28.0,Right,2.0,60.0,0.0,730.0,753.0,771.0,1836.0,2853.0,2902.0,3868.0,3891.0,3994.0,5012.0,0.0
29.0,Right,2.0,-7.5,0.0,740.0,765.0,779.0,1849.0,2867.0,2913.0,3906.0,,,4731.0,0.0
30.0,Right,2.0,30.0,0.0,740.0,762.0,775.0,1841.0,2855.0,2906.0,3972.0,3996.0,4098.0,5117.0,0.0
31.0,Left,2.0,-15.0,0.0,698.0,721.0,739.0,1804.0,2822.0,2868.0,4324.0,4348.0,,5538.0,0.0
32.0,Right,2.0,15.0,0.0,739.0,762.0,782.0,1842.0,2860.0,2907.0,3881.0,3904.0,4007.0,5025.0,0.0
33.0,Left,2.0,-60.0,0.0,740.0,765.0,785.0,1849.0,2869.0,2914.0,3661.0,3685.0,,4878.0,0.0
34.0,Left,2.0,-30.0,0.0,738.0,762.0,781.0,1841.0,2860.0,2906.0,3793.0,3816.0,,5007.0,0.0
35.0,Left,2.0,7.5,0.0,735.0,759.0,776.0,1840.0,2859.0,2905.0,4902.0,,,5729.0,0.0
36.0,Right,2.0,60.0,0.0,694.0,716.0,731.0,1798.0,2816.0,2864.0,3662.0,3685.0,3784.0,4802.0,0.0
37.0,Left,2.0,-15.0,0.0,732.0,756.0,773.0,1841.0,2861.0,2907.0,3819.0,3843.0,,5034.0,0.0
38.0,Left,2.0,-60.0,0.0,739.0,762.0,774.0,1840.0,2859.0,2906.0,3707.0,3737.0,,4929.0,0.0
39.0,Right,2.0,7.5,0.0,736.0,760.0,776.0,1842.0,2863.0,2908.0,3820.0,3843.0,3944.0,4961.0,0.0
40.0,Right,2.0,15.0,0.0,737.0,761.0,778.0,1839.0,2858.0,2904.0,4495.0,4518.0,4618.0,5636.0,0.0
41.0,Left,2.0,-30.0,0.0,738.0,761.0,778.0,1843.0,2862.0,2907.0,4147.0,4171.0,,5360.0,0.0
42.0,Right,2.0,30.0,0.0,739.0,11894.0,11912.0,12978.0,13997.0,14044.0,14977.0,15000.0,15104.0,16121.0,0.0
43.0,Left,2.0,-7.5,0.0,739.0,763.0,780.0,1848.0,2867.0,2914.0,4232.0,4255.0,,5445.0,0.0
44.0,Right,2.0,-60.0,0.0,730.0,753.0,770.0,1834.0,2853.0,2898.0,3688.0,,,4512.0,0.0
45.0,Right,2.0,30.0,0.0,734.0,921.0,932.0,2002.0,3020.0,3066.0,3850.0,3874.0,3976.0,4996.0,0.0
46.0,Right,2.0,60.0,0.0,704.0,726.0,741.0,1802.0,2822.0,2865.0,3934.0,3958.0,4057.0,5076.0,0.0
47.0,Right,2.0,15.0,0.0,740.0,763.0,778.0,1848.0,2867.0,2912.0,3811.0,3835.0,3940.0,4956.0,0.0
48.0,Left,2.0,-30.0,0.0,727.0,749.0,761.0,1828.0,2848.0,2892.0,4224.0,4247.0,,5438.0,0.0
49.0,Right,2.0,7.5,0.0,738.0,762.0,782.0,1842.0,2861.0,2908.0,4228.0,4251.0,4354.0,5376.0,0.0
50.0,Left,2.0,-15.0,0.0,742.0,765.0,783.0,1839.0,2856.0,2903.0,5256.0,5279.0,,6470.0,0.0
51.0,Left,2.0,-7.5,0.0,732.0,754.0,770.0,1846.0,2864.0,2910.0,3590.0,3613.0,,4810.0,0.0
52.0,Left,2.0,-30.0,0.0,692.0,716.0,734.0,1801.0,2820.0,2865.0,3516.0,3539.0,,4730.0,0.0
53.0,DurationTime,2.0,7.5,0.0,730.0,754.0,776.0,1843.0,,,,,,2660.0,0.0
54.0,Left,2.0,-60.0,0.0,736.0,757.0,770.0,1832.0,2850.0,2893.0,4338.0,4361.0,,5551.0,0.0
55.0,Right,2.0,30.0,0.0,738.0,4553.0,4572.0,5637.0,6656.0,6702.0,7751.0,7774.0,7877.0,8897.0,0.0
56.0,Left,2.0,-7.5,0.0,729.0,754.0,770.0,1830.0,2849.0,2894.0,3722.0,3746.0,,4936.0,0.0
57.0,DurationTime,2.0,15.0,0.0,743.0,766.0,780.0,1845.0,,,,,,2659.0,0.0
58.0,Right,2.0,15.0,0.0,705.0,838.0,853.0,1924.0,2942.0,2996.0,2975.0,3008.0,3111.0,4129.0,0.0
59.0,Right,2.0,-15.0,0.0,725.0,748.0,765.0,1825.0,2842.0,2890.0,3756.0,,,4581.0,0.0
60.0,Right,2.0,60.0,0.0,740.0,764.0,780.0,1842.0,2861.0,2907.0,3609.0,3632.0,3735.0,4750.0,0.0
61.0,Left,2.0,7.5,0.0,738.0,761.0,779.0,1846.0,2864.0,2911.0,3880.0,,,4706.0,0.0
62.0,Right,2.0,15.0,0.0,729.0,752.0,774.0,1835.0,2854.0,2900.0,3725.0,3748.0,3848.0,4866.0,0.0
63.0,Right,2.0,30.0,0.0,711.0,735.0,751.0,1813.0,2835.0,2877.0,3664.0,3687.0,3790.0,4807.0,0.0
64.0,Left,2.0,-30.0,0.0,726.0,750.0,770.0,1833.0,2846.0,2899.0,3669.0,3692.0,,4881.0,0.0
65.0,Left,2.0,7.5,0.0,737.0,760.0,785.0,1849.0,2867.0,2914.0,4190.0,,,5014.0,0.0
66.0,Left,2.0,-60.0,0.0,726.0,746.0,760.0,1822.0,2839.0,2886.0,3508.0,3531.0,,4719.0,0.0
67.0,Left,2.0,60.0,0.0,741.0,765.0,779.0,1848.0,2866.0,2913.0,3599.0,,,4425.0,0.0
68.0,Left,2.0,-7.5,0.0,732.0,756.0,771.0,1833.0,2852.0,2898.0,3884.0,3907.0,,5100.0,0.0
69.0,Left,2.0,-15.0,0.0,745.0,768.0,789.0,1853.0,2873.0,2918.0,3582.0,3605.0,,4794.0,0.0
70.0,Left,2.0,-60.0,0.0,729.0,752.0,764.0,1831.0,2851.0,2897.0,4546.0,4570.0,,5763.0,0.0
71.0,Right,2.0,60.0,0.0,737.0,2193.0,2211.0,3270.0,4289.0,4334.0,5245.0,5268.0,5369.0,6389.0,0.0
72.0,Right,2.0,7.5,0.0,739.0,762.0,780.0,1846.0,2859.0,2905.0,3554.0,3577.0,3677.0,4696.0,0.0
73.0,Right,2.0,15.0,0.0,733.0,756.0,771.0,1834.0,2853.0,2899.0,3750.0,3773.0,3876.0,4896.0,0.0
74.0,Left,2.0,-7.5,0.0,737.0,760.0,774.0,1840.0,2859.0,2904.0,3517.0,3540.0,,4734.0,0.0
75.0,Left,2.0,-30.0,0.0,733.0,1698.0,1716.0,2780.0,3801.0,3846.0,4586.0,4609.0,,5800.0,0.0
