,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,13
1,-30.0,4,14
2,-15.0,5,15
3,-7.5,5,16
4,7.5,9,16
5,15.0,8,15
6,30.0,12,17
7,60.0,12,15
