Trial,Rat Decison,STIMULUS_TYPE,HEADING_DIRECTION,StartTimeOnSet,TrialBeginRealTime,AudioStartRealTime,HeadEnterCenterRealTime,StimulusStartRealTime,RobotEndMovingForwardRealTime,CenterRewardRealTime,GoCueSoundRealTime,RatDecisionRealTime,SideRewardSoundRealTime,RightRewardRealTime,RobotStartMovingBackwardRealTime,TotalManualReward,EndTimeOnSet
1.0,DurationTime,2.0,30.0,0,1.0,704.0,1648.0,1668.0,2745.0,,,,,,3561.0,0.0,1895
2.0,DurationTime,2.0,60.0,5101,0.0,724.0,924.0,937.0,2000.0,,,,,,2812.0,0.0,6988
3.0,Right,2.0,-60.0,10482,0.0,717.0,1210.0,1227.0,2286.0,3311.0,3360.0,3492.0,,,4320.0,0.0,13623
4.0,DurationTime,2.0,15.0,16631,0.0,712.0,734.0,747.0,1805.0,,,,,,2619.0,0.0,18527
5.0,Right,2.0,60.0,21558,0.0,726.0,750.0,765.0,1827.0,2844.0,2891.0,4151.0,4175.0,4275.0,5293.0,0.0,26131
6.0,Left,2.0,-30.0,29151,0.0,715.0,736.0,751.0,1818.0,2836.0,2882.0,3529.0,3553.0,,4728.0,0.0,33170
7.0,Left,2.0,7.5,36174,0.0,695.0,718.0,735.0,1803.0,2822.0,2867.0,3675.0,,,4498.0,0.0,39953
8.0,Right,2.0,-15.0,42995,0.0,742.0,766.0,784.0,1840.0,2854.0,2900.0,3968.0,,,4793.0,0.0,47023
9.0,Left,2.0,-7.5,50050,0.0,735.0,756.0,771.0,1832.0,2850.0,2897.0,4294.0,4317.0,,5486.0,0.0,54783
10.0,Left,2.0,15.0,57803,0.0,718.0,741.0,756.0,1817.0,2836.0,2881.0,3531.0,,,4358.0,0.0,61423
11.0,Right,2.0,30.0,64459,0.0,726.0,747.0,762.0,1831.0,2847.0,2895.0,3766.0,3789.0,3890.0,4914.0,0.0,68646
12.0,DurationTime,2.0,-7.5,71691,0.0,738.0,761.0,780.0,1832.0,,,,,,2645.0,0.0,73574
13.0,Right,2.0,-7.5,77317,1.0,702.0,1456.0,1478.0,2534.0,3553.0,3599.0,4422.0,,,5249.0,0.0,81111
14.0,Left,2.0,-60.0,84115,2.0,697.0,721.0,735.0,1800.0,2819.0,2864.0,3961.0,3985.0,,5156.0,0.0,88546
15.0,Right,2.0,-15.0,91568,0.0,712.0,733.0,748.0,1807.0,2824.0,2868.0,3647.0,,,4474.0,0.0,95304
16.0,Right,2.0,60.0,98309,0.0,701.0,724.0,740.0,1806.0,2825.0,2871.0,3769.0,3792.0,3891.0,4908.0,0.0,102490
17.0,Right,2.0,7.5,105496,1.0,707.0,729.0,744.0,1805.0,2822.0,2868.0,3747.0,3770.0,3873.0,4891.0,0.0,109657
18.0,Right,2.0,30.0,112651,0.0,690.0,713.0,728.0,1789.0,2806.0,2853.0,3910.0,3932.0,4036.0,5052.0,0.0,116989
19.0,Left,2.0,-30.0,119991,0.0,694.0,716.0,727.0,1793.0,2810.0,2857.0,4036.0,4060.0,,5228.0,0.0,124493
20.0,Right,2.0,15.0,127502,0.0,710.0,733.0,744.0,1808.0,2823.0,2869.0,3759.0,3783.0,3885.0,4906.0,0.0,131675
21.0,Right,2.0,7.5,134684,0.0,698.0,722.0,741.0,1807.0,2824.0,2871.0,3556.0,3578.0,3682.0,4697.0,0.0,138661
22.0,Right,2.0,15.0,141688,0.0,731.0,755.0,770.0,1831.0,2850.0,2895.0,3773.0,3795.0,3898.0,4915.0,0.0,145849
23.0,Right,2.0,30.0,148873,0.0,713.0,734.0,749.0,1817.0,2836.0,2881.0,3577.0,3601.0,3699.0,4715.0,0.0,152850
24.0,Left,2.0,-60.0,155877,0.0,727.0,750.0,767.0,1830.0,2849.0,2894.0,3890.0,3914.0,,5081.0,0.0,160205
25.0,Right,2.0,-15.0,163215,0.0,695.0,724.0,739.0,1805.0,2823.0,2872.0,3718.0,,,4544.0,0.0,167039
26.0,Left,2.0,-30.0,170038,0.0,700.0,722.0,736.0,1800.0,2816.0,2863.0,3833.0,3856.0,,5023.0,0.0,174341
27.0,Left,2.0,-7.5,177344,0.0,696.0,716.0,732.0,1798.0,2811.0,2859.0,3796.0,3820.0,,4990.0,0.0,181640
28.0,Right,2.0,60.0,184645,0.0,699.0,726.0,740.0,1802.0,2821.0,2867.0,3562.0,3585.0,3686.0,4702.0,0.0,188628
29.0,Left,2.0,-60.0,191650,0.0,716.0,739.0,755.0,1822.0,2840.0,2888.0,3764.0,3787.0,,4953.0,0.0,195861
30.0,Left,2.0,-15.0,198884,0.0,720.0,740.0,756.0,1817.0,2833.0,2881.0,4026.0,4050.0,,5220.0,0.0,203360
31.0,Right,2.0,60.0,206348,0.0,694.0,715.0,727.0,1799.0,2817.0,2864.0,3706.0,3729.0,3831.0,4852.0,0.0,210511
32.0,Right,2.0,7.5,213539,1.0,723.0,746.0,761.0,1827.0,2847.0,2891.0,3711.0,3734.0,3837.0,4854.0,0.0,217680
33.0,Right,2.0,-30.0,220690,0.0,711.0,732.0,747.0,1818.0,2835.0,2883.0,3773.0,,,4595.0,0.0,224556
34.0,Left,2.0,-7.5,227596,0.0,735.0,756.0,774.0,1841.0,2859.0,2906.0,3725.0,3749.0,,4919.0,0.0,231756
35.0,Right,2.0,15.0,234803,0.0,736.0,761.0,779.0,1839.0,2854.0,2902.0,4070.0,4094.0,4196.0,5220.0,0.0,239257
36.0,Right,2.0,30.0,242265,0.0,703.0,727.0,745.0,1812.0,2829.0,2876.0,3658.0,3679.0,3784.0,4802.0,0.0,246342
37.0,Right,2.0,-7.5,249329,0.0,695.0,715.0,725.0,1792.0,2809.0,2856.0,3606.0,,,4433.0,0.0,253057
38.0,Left,2.0,-60.0,256088,0.0,728.0,752.0,767.0,1831.0,2850.0,2893.0,3993.0,4017.0,,5185.0,0.0,260513
39.0,Right,2.0,15.0,263548,0.0,731.0,757.0,769.0,1834.0,2853.0,2897.0,3431.0,3455.0,3556.0,4577.0,0.0,267394
40.0,Right,2.0,-15.0,273702,0.0,692.0,4025.0,4037.0,5099.0,6118.0,6164.0,7108.0,,,7934.0,0.0,277597
41.0,Right,2.0,30.0,280587,0.0,691.0,715.0,731.0,1795.0,2813.0,2860.0,3625.0,3649.0,3751.0,4770.0,0.0,284680
42.0,DurationTime,2.0,60.0,292273,1.0,728.0,5312.0,5330.0,6392.0,,,,,,7205.0,0.0,294163
43.0,Left,2.0,-30.0,297212,0.0,740.0,764.0,779.0,1841.0,2860.0,2906.0,3719.0,3743.0,,4915.0,0.0,301391
44.0,DurationTime,2.0,7.5,307293,0.0,713.0,3617.0,3634.0,4695.0,,,,,,5509.0,0.0,309190
45.0,Right,2.0,60.0,314092,0.0,734.0,2618.0,2637.0,3702.0,4720.0,4767.0,5987.0,6011.0,6113.0,7131.0,0.0,318597
46.0,Right,2.0,7.5,321620,0.0,718.0,742.0,757.0,1820.0,2837.0,2883.0,3675.0,3701.0,3804.0,4821.0,0.0,325701
47.0,Right,2.0,-15.0,329064,0.0,738.0,1082.0,1100.0,2164.0,3180.0,3229.0,3757.0,,,4582.0,0.0,332560
48.0,Left,2.0,-7.5,335562,0.0,699.0,722.0,741.0,1800.0,2820.0,2865.0,3577.0,3600.0,,4769.0,0.0,339602
49.0,Left,2.0,-60.0,342620,0.0,715.0,738.0,752.0,1821.0,2838.0,2886.0,5664.0,5688.0,,6857.0,0.0,348740
50.0,Left,2.0,30.0,351779,0.0,720.0,744.0,767.0,1831.0,2849.0,2896.0,3658.0,,,4486.0,0.0,355539
51.0,Left,2.0,-30.0,358550,0.0,707.0,729.0,739.0,1801.0,2818.0,2866.0,3658.0,3682.0,,4850.0,0.0,362671
52.0,Right,2.0,7.5,365717,0.0,741.0,764.0,782.0,1846.0,2864.0,2910.0,3713.0,3737.0,3840.0,4859.0,0.0,369813
53.0,Right,2.0,60.0,372800,0.0,691.0,715.0,730.0,1793.0,2810.0,2854.0,3625.0,3648.0,3751.0,4767.0,0.0,376861
54.0,Left,2.0,15.0,379895,0.0,729.0,753.0,767.0,1829.0,2847.0,2894.0,3516.0,,,4343.0,0.0,383517
55.0,Right,2.0,60.0,386519,0.0,690.0,715.0,727.0,1799.0,2817.0,2864.0,3868.0,3891.0,3993.0,5010.0,0.0,390808
56.0,Left,2.0,7.5,393830,0.0,711.0,731.0,749.0,1815.0,2832.0,2879.0,4007.0,,,4831.0,0.0,397915
57.0,Right,2.0,30.0,400969,0.0,740.0,762.0,777.0,1846.0,2862.0,2910.0,4673.0,4697.0,4797.0,5818.0,0.0,406025
58.0,Right,2.0,-7.5,409054,0.0,727.0,751.0,763.0,1832.0,2850.0,2897.0,3769.0,,,4593.0,0.0,412890
59.0,Left,2.0,-60.0,415916,0.0,712.0,736.0,755.0,1819.0,2838.0,2883.0,3739.0,3762.0,,4933.0,0.0,420103
60.0,Left,2.0,-15.0,423140,0.0,729.0,751.0,766.0,1830.0,2849.0,2896.0,3596.0,3618.0,,4792.0,0.0,427211
61.0,Right,2.0,-30.0,430234,0.0,717.0,739.0,754.0,1815.0,2834.0,2879.0,4274.0,,,5100.0,0.0,434593
62.0,Right,2.0,15.0,437630,0.0,732.0,754.0,767.0,1833.0,2851.0,2896.0,3871.0,3895.0,3997.0,5012.0,0.0,441889
63.0,Right,2.0,7.5,444933,0.0,739.0,763.0,775.0,1848.0,2865.0,2907.0,3737.0,3760.0,3863.0,4881.0,0.0,449044
64.0,Right,2.0,30.0,452064,0.0,720.0,741.0,760.0,1822.0,2840.0,2887.0,3850.0,3873.0,3976.0,4995.0,0.0,456311
65.0,Left,2.0,-30.0,459339,0.0,726.0,747.0,762.0,1826.0,2843.0,2886.0,4282.0,4305.0,,5482.0,0.0,464098
66.0,Left,2.0,-7.5,467107,0.0,707.0,729.0,743.0,1809.0,2827.0,2873.0,3557.0,3580.0,,4751.0,0.0,471128
67.0,Right,2.0,60.0,474130,0.0,695.0,719.0,736.0,1796.0,2813.0,2860.0,3537.0,3561.0,3663.0,4681.0,0.0,478094
68.0,Left,2.0,-60.0,481124,0.0,731.0,754.0,768.0,1830.0,2848.0,2893.0,3812.0,3835.0,,5004.0,0.0,485377
69.0,Right,2.0,-15.0,489110,0.0,725.0,1449.0,1470.0,2531.0,3553.0,3597.0,4497.0,,,5321.0,0.0,492970
70.0,Right,2.0,15.0,495973,0.0,691.0,715.0,732.0,1796.0,2812.0,2861.0,3574.0,3597.0,3699.0,4720.0,0.0,499997
71.0,Right,2.0,-15.0,503020,0.0,715.0,737.0,752.0,1817.0,2833.0,2881.0,3559.0,,,4383.0,0.0,506666
72.0,Right,2.0,30.0,509669,0.0,705.0,726.0,740.0,1804.0,2821.0,2870.0,3593.0,3616.0,3715.0,4735.0,0.0,513717
73.0,Right,2.0,60.0,516743,0.0,725.0,746.0,760.0,1831.0,2850.0,2896.0,3817.0,3840.0,3939.0,4955.0,0.0,520942
74.0,Right,2.0,15.0,523957,0.0,709.0,732.0,752.0,1808.0,2826.0,2874.0,3598.0,3622.0,3725.0,4743.0,0.0,527972
75.0,Left,2.0,7.5,530999,0.0,727.0,748.0,763.0,1827.0,2841.0,2891.0,4121.0,,,4948.0,0.0,535235
76.0,Right,2.0,-7.5,538235,0.0,708.0,730.0,744.0,1804.0,2822.0,2868.0,3618.0,,,4442.0,0.0,541949
77.0,Left,2.0,-30.0,544998,0.0,742.0,765.0,781.0,1850.0,2864.0,2914.0,3665.0,3688.0,,4854.0,0.0,549078
78.0,Left,2.0,-60.0,552073,0.0,690.0,711.0,727.0,1795.0,2813.0,2860.0,3839.0,3860.0,,5029.0,0.0,556393
79.0,Left,2.0,-7.5,559410,0.0,709.0,732.0,747.0,1815.0,2834.0,2881.0,3732.0,3755.0,,4927.0,0.0,563591
80.0,Left,2.0,7.5,566618,0.0,729.0,750.0,765.0,1828.0,2844.0,2892.0,3617.0,,,4441.0,0.0,570315
81.0,Right,2.0,15.0,573316,0.0,693.0,718.0,737.0,1798.0,2816.0,2862.0,3834.0,3857.0,3959.0,4977.0,0.0,577577
82.0,Right,2.0,30.0,580617,0.0,738.0,762.0,778.0,1842.0,2861.0,2906.0,3870.0,3893.0,3994.0,5011.0,0.0,584864
83.0,Right,2.0,60.0,587876,0.0,698.0,721.0,746.0,1811.0,2830.0,2876.0,3623.0,3646.0,3749.0,4764.0,0.0,591901
