,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,23
1,-30.0,9,25
2,-15.0,12,28
3,-7.5,10,27
4,7.5,15,22
5,15.0,18,22
6,30.0,20,23
7,60.0,21,26
