Trial,Rat Decison,STIMULUS_TYPE,HEADING_DIRECTION,TrialBeginRealTime,AudioStartRealTime,HeadEnterCenterRealTime,StimulusStartRealTime,RobotEndMovingForwardRealTime,CenterRewardRealTime,GoCueSoundRealTime,RatDecisionRealTime,SideRewardSoundRealTime,RightRewardRealTime,RobotStartMovingBackwardRealTime,TotalManualReward
1.0,Right,2.0,7.5,1.0,711.0,1495.0,1520.0,2579.0,3598.0,3654.0,4818.0,4844.0,4944.0,5964.0,0.0
2.0,Left,10.0,-15.0,0.0,268.0,892.0,907.0,1967.0,2984.0,3031.0,3939.0,3963.0,,5176.0,0.0
3.0,Right,10.0,15.0,0.0,438.0,561.0,574.0,1636.0,2653.0,2700.0,3450.0,3474.0,3576.0,4598.0,0.0
4.0,Right,2.0,-15.0,0.0,697.0,1512.0,1537.0,2594.0,3611.0,3657.0,4887.0,,,5713.0,0.0
5.0,Left,2.0,15.0,0.0,741.0,761.0,778.0,1842.0,2859.0,2908.0,3442.0,,,4267.0,0.0
6.0,Right,10.0,7.5,0.0,448.0,470.0,485.0,1558.0,2574.0,2620.0,2755.0,2778.0,2883.0,3901.0,0.0
7.0,Left,10.0,-30.0,0.0,267.0,1452.0,1468.0,2529.0,3546.0,3593.0,3862.0,3885.0,,5095.0,0.0
8.0,Right,10.0,-7.5,0.0,257.0,721.0,738.0,1800.0,2816.0,2864.0,3199.0,,,4029.0,0.0
9.0,Right,2.0,60.0,0.0,731.0,752.0,766.0,1833.0,2849.0,2896.0,3468.0,3492.0,3591.0,4614.0,0.0
10.0,Right,10.0,30.0,0.0,454.0,888.0,901.0,1963.0,2979.0,3027.0,3676.0,3700.0,3803.0,4819.0,0.0
11.0,Right,2.0,30.0,0.0,705.0,729.0,746.0,1810.0,2829.0,2873.0,3679.0,3703.0,3802.0,4820.0,0.0
12.0,Left,2.0,-30.0,0.0,725.0,749.0,764.0,1827.0,2844.0,2891.0,3494.0,3517.0,,4727.0,0.0
13.0,Left,10.0,-60.0,0.0,259.0,1004.0,1019.0,2081.0,3099.0,3145.0,3829.0,3852.0,,5061.0,0.0
