,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,9
1,-30.0,1,10
2,-15.0,4,10
3,-7.5,4,10
4,7.5,6,10
5,15.0,7,12
6,30.0,9,11
7,60.0,8,11
