,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,14
1,-30.0,1,12
2,-15.0,3,15
3,-7.5,5,11
4,7.5,4,12
5,15.0,4,14
6,30.0,6,15
7,60.0,9,18
