,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,14
1,-30.0,2,9
2,-15.0,3,10
3,-7.5,5,10
4,7.5,6,11
5,15.0,4,12
6,30.0,9,11
7,60.0,8,11
