,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,14
1,-30.0,3,12
2,-15.0,6,18
3,-7.5,7,12
4,7.5,8,15
5,15.0,7,16
6,30.0,9,17
7,60.0,11,16
