,HEADING_DIRECTION,R_counts,counts
0,-60.0,3,14
1,-30.0,1,16
2,-15.0,6,23
3,-7.5,5,18
4,7.5,8,14
5,15.0,7,17
6,30.0,9,16
7,60.0,12,18
