,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,12
1,-30.0,2,12
2,-15.0,6,13
3,-7.5,6,16
4,7.5,6,11
5,15.0,11,13
6,30.0,11,11
7,60.0,10,14
