Trial,Rat Decison,STIMULUS_TYPE,HEADING_DIRECTION,TrialBeginRealTime,AudioStartRealTime,HeadEnterCenterRealTime,StimulusStartRealTime,RobotEndMovingForwardRealTime,CenterRewardRealTime,GoCueSoundRealTime,RatDecisionRealTime,SideRewardSoundRealTime,RightRewardRealTime,RobotStartMovingBackwardRealTime,TotalManualReward
1.0,Right,2.0,-15.0,1.0,710.0,5392.0,5407.0,6472.0,7492.0,7543.0,8760.0,,,9594.0,0.0
2.0,Right,2.0,30.0,0.0,697.0,718.0,730.0,1790.0,2810.0,2854.0,4084.0,4108.0,4210.0,5227.0,0.0
3.0,Right,2.0,7.5,0.0,737.0,3400.0,3421.0,4474.0,5490.0,5539.0,5762.0,5785.0,5890.0,6909.0,0.0
4.0,Right,2.0,-30.0,0.0,707.0,729.0,744.0,1808.0,2825.0,2872.0,3442.0,,,4271.0,0.0
5.0,Right,2.0,15.0,0.0,701.0,723.0,737.0,1800.0,2818.0,2864.0,4131.0,4155.0,4257.0,5272.0,0.0
6.0,Left,2.0,-7.5,0.0,695.0,777.0,789.0,1851.0,2870.0,2915.0,4101.0,4125.0,,5296.0,0.0
7.0,Right,2.0,-60.0,0.0,694.0,716.0,730.0,1799.0,2816.0,2864.0,3326.0,,,4152.0,0.0
8.0,DurationTime,2.0,60.0,0.0,693.0,716.0,731.0,1791.0,,,,,,2604.0,0.0
9.0,Right,2.0,60.0,0.0,695.0,718.0,730.0,1789.0,2808.0,2855.0,2840.0,2867.0,2967.0,3984.0,0.0
10.0,Left,2.0,-7.5,0.0,708.0,1302.0,1321.0,2382.0,3400.0,3446.0,4649.0,4672.0,,5841.0,0.0
11.0,Right,2.0,60.0,0.0,707.0,729.0,744.0,1808.0,2819.0,2873.0,3245.0,3269.0,3369.0,4386.0,0.0
12.0,Left,2.0,-60.0,0.0,722.0,1955.0,1973.0,3041.0,4057.0,4103.0,4652.0,4676.0,,5846.0,0.0
13.0,Right,2.0,15.0,0.0,690.0,713.0,729.0,1788.0,2804.0,2858.0,2839.0,2870.0,2969.0,3982.0,0.0
14.0,Right,2.0,30.0,0.0,688.0,902.0,919.0,1984.0,2999.0,3047.0,3155.0,3178.0,3281.0,4298.0,0.0
15.0,Left,2.0,-15.0,0.0,709.0,1664.0,1698.0,2749.0,3761.0,3814.0,4337.0,4361.0,,5528.0,0.0
16.0,Right,2.0,-30.0,0.0,696.0,719.0,732.0,1798.0,2813.0,2863.0,2848.0,,,3676.0,0.0
17.0,DurationTime,2.0,7.5,0.0,702.0,726.0,737.0,1804.0,,,,,,2618.0,0.0
18.0,Right,2.0,7.5,0.0,728.0,750.0,767.0,1830.0,2849.0,2896.0,3685.0,3708.0,3811.0,4830.0,0.0
19.0,Left,2.0,-30.0,0.0,731.0,751.0,763.0,1826.0,2842.0,2897.0,2877.0,2912.0,,4080.0,0.0
20.0,Right,2.0,15.0,0.0,699.0,724.0,737.0,1809.0,2826.0,2874.0,4215.0,4238.0,4338.0,5356.0,0.0
