Trial,Rat Decison,STIMULUS_TYPE,HEADING_DIRECTION,StartTimeOnSet,TrialBeginRealTime,AudioStartRealTime,HeadEnterCenterRealTime,StimulusStartRealTime,RobotEndMovingForwardRealTime,CenterRewardRealTime,GoCueSoundRealTime,RatDecisionRealTime,SideRewardSoundRealTime,RightRewardRealTime,RobotStartMovingBackwardRealTime,TotalManualReward,EndTimeOnSet
1.0,Right,2.0,-30.0,0,0.0,708.0,732.0,749.0,1813.0,2831.0,2877.0,4484.0,,,5308.0,0.0,4576
2.0,Right,2.0,15.0,7583,0.0,713.0,734.0,750.0,1811.0,2829.0,2875.0,3998.0,4018.0,4123.0,5141.0,0.0,11998
3.0,Right,2.0,7.5,16544,0.0,698.0,2264.0,2280.0,3342.0,4359.0,4406.0,5001.0,5025.0,5127.0,6147.0,0.0,20431
4.0,Right,2.0,-60.0,25490,0.0,691.0,2784.0,2797.0,3861.0,4879.0,4927.0,6491.0,,,7316.0,0.0,30055
5.0,Right,2.0,-7.5,33088,0.0,728.0,748.0,764.0,1830.0,2847.0,2895.0,4932.0,,,5756.0,0.0,38082
6.0,Right,2.0,-15.0,41083,0.0,691.0,714.0,731.0,1797.0,2815.0,2861.0,3950.0,,,4773.0,0.0,45137
7.0,Right,2.0,60.0,48159,0.0,721.0,740.0,756.0,1819.0,2835.0,2884.0,3546.0,3570.0,3671.0,4686.0,0.0,52101
8.0,Right,2.0,30.0,55708,0.0,687.0,1332.0,1352.0,2410.0,3429.0,3473.0,4676.0,4699.0,4804.0,5820.0,0.0,60203
9.0,Right,2.0,-7.5,63550,0.0,690.0,1070.0,1085.0,2149.0,3167.0,3214.0,4383.0,,,5207.0,0.0,67693
10.0,Left,2.0,-30.0,70699,0.0,714.0,736.0,750.0,1812.0,2829.0,2872.0,3782.0,3806.0,,5025.0,0.0,74994
11.0,Right,2.0,7.5,78031,0.0,729.0,751.0,765.0,1831.0,2849.0,2895.0,4321.0,4346.0,4448.0,5467.0,0.0,82733
12.0,Right,2.0,30.0,87576,0.0,704.0,2558.0,2577.0,3633.0,4652.0,4698.0,5831.0,5854.0,5957.0,6975.0,0.0,91989
13.0,Right,2.0,15.0,95800,0.0,714.0,1528.0,1546.0,2608.0,3626.0,3670.0,4543.0,4567.0,4667.0,5684.0,0.0,99955
14.0,Left,2.0,-60.0,103119,0.0,692.0,887.0,904.0,1964.0,2980.0,3028.0,3866.0,3889.0,,5109.0,0.0,107341
15.0,Right,2.0,60.0,110331,0.0,696.0,716.0,732.0,1790.0,2809.0,2859.0,2841.0,2870.0,2971.0,3990.0,0.0,113612
16.0,Left,2.0,-15.0,116613,0.0,698.0,722.0,737.0,1797.0,2815.0,2862.0,3771.0,3795.0,,5014.0,0.0,120911
17.0,Left,2.0,-60.0,123916,0.0,696.0,720.0,733.0,1805.0,2826.0,2869.0,4224.0,4247.0,,5466.0,0.0,128658
18.0,Right,2.0,60.0,131667,0.0,708.0,729.0,745.0,1813.0,2831.0,2882.0,2864.0,2895.0,2992.0,4008.0,0.0,134942
19.0,Left,2.0,-15.0,138567,0.0,723.0,1339.0,1361.0,2421.0,3437.0,3485.0,5166.0,5189.0,,6408.0,0.0,143627
20.0,Right,2.0,7.5,146639,0.0,700.0,723.0,738.0,1804.0,2821.0,2868.0,3416.0,3439.0,3540.0,4556.0,0.0,150461
21.0,Right,2.0,-7.5,153869,0.0,702.0,1114.0,1131.0,2206.0,3225.0,3271.0,4605.0,,,5432.0,0.0,158184
