,HEADING_DIRECTION,R_counts,counts
0,-60.0,2,10
1,-30.0,4,10
2,-15.0,4,10
3,-7.5,4,9
4,7.5,9,10
5,15.0,10,10
6,30.0,9,10
7,60.0,7,9
