Trial,Rat Decison,STIMULUS_TYPE,HEADING_DIRECTION,TrialBeginRealTime,AudioStartRealTime,HeadEnterCenterRealTime,StimulusStartRealTime,RobotEndMovingForwardRealTime,CenterRewardRealTime,GoCueSoundRealTime,RatDecisionRealTime,SideRewardSoundRealTime,RightRewardRealTime,RobotStartMovingBackwardRealTime,TotalManualReward
1.0,Right,10.0,7.5,2.0,454.0,474.0,493.0,1563.0,2585.0,2643.0,2622.0,2662.0,2763.0,3785.0,0.0
2.0,DurationTime,10.0,-7.5,0.0,266.0,2130.0,2146.0,3208.0,,,,,,4022.0,0.0
3.0,DurationTime,2.0,-15.0,0.0,720.0,744.0,756.0,1826.0,,,,,,2641.0,0.0
4.0,Right,10.0,30.0,0.0,466.0,489.0,505.0,1582.0,2600.0,2649.0,3196.0,3220.0,3323.0,4340.0,0.0
5.0,Right,10.0,15.0,0.0,251.0,693.0,710.0,1778.0,2794.0,2844.0,3392.0,3416.0,3518.0,4537.0,0.0
6.0,Right,2.0,30.0,0.0,693.0,723.0,739.0,1803.0,2819.0,2863.0,3628.0,3651.0,3754.0,4769.0,0.0
7.0,Left,2.0,60.0,0.0,718.0,1160.0,1174.0,2239.0,3259.0,3304.0,3702.0,,,4529.0,0.0
8.0,DurationTime,10.0,60.0,0.0,467.0,489.0,504.0,1577.0,,,,,,2390.0,0.0
9.0,Right,10.0,-60.0,0.0,456.0,479.0,494.0,1565.0,2581.0,2632.0,2616.0,,,3445.0,0.0
10.0,DurationTime,2.0,-60.0,0.0,733.0,756.0,768.0,1830.0,,,,,,2643.0,0.0
11.0,Right,2.0,-15.0,0.0,734.0,756.0,770.0,1839.0,2856.0,2902.0,3820.0,,,4644.0,0.0
12.0,DurationTime,2.0,-7.5,0.0,732.0,758.0,773.0,1838.0,,,,,,2652.0,0.0
13.0,Left,2.0,-7.5,0.0,723.0,746.0,761.0,1825.0,2843.0,2890.0,3993.0,4016.0,,5222.0,0.0
14.0,Right,2.0,-30.0,0.0,689.0,710.0,727.0,1789.0,2806.0,2853.0,2909.0,,,3733.0,0.0
15.0,Left,10.0,-30.0,0.0,265.0,288.0,305.0,1370.0,2388.0,2435.0,3692.0,3715.0,,4922.0,0.0
16.0,Right,2.0,15.0,0.0,690.0,713.0,729.0,1794.0,2814.0,2858.0,3230.0,3253.0,3356.0,4376.0,0.0
17.0,Right,10.0,-7.5,0.0,492.0,624.0,637.0,1700.0,2718.0,2764.0,2910.0,,,3733.0,0.0
18.0,DurationTime,10.0,-15.0,0.0,452.0,476.0,490.0,1554.0,,,,,,2367.0,0.0
19.0,DurationTime,10.0,60.0,0.0,459.0,482.0,492.0,1564.0,,,,,,2376.0,0.0
20.0,Right,2.0,7.5,0.0,707.0,729.0,743.0,1808.0,2827.0,2873.0,3416.0,3440.0,3541.0,4556.0,0.0
21.0,Right,10.0,60.0,0.0,471.0,494.0,511.0,1581.0,2600.0,2644.0,3367.0,3390.0,3490.0,4507.0,0.0
22.0,Left,2.0,-60.0,0.0,725.0,1649.0,1666.0,2745.0,3761.0,3808.0,4573.0,4596.0,,5804.0,0.0
23.0,Right,10.0,-15.0,0.0,244.0,267.0,280.0,1362.0,2379.0,2426.0,2530.0,,,3357.0,0.0
24.0,DurationTime,10.0,-60.0,0.0,455.0,478.0,492.0,1564.0,,,,,,2374.0,0.0
25.0,Left,10.0,-15.0,0.0,265.0,667.0,680.0,1742.0,2757.0,2808.0,4173.0,4197.0,,5405.0,0.0
26.0,Left,10.0,-7.5,0.0,441.0,465.0,477.0,1558.0,2575.0,2623.0,3702.0,3725.0,,4936.0,0.0
27.0,Right,10.0,30.0,0.0,444.0,467.0,483.0,1558.0,2577.0,2622.0,2675.0,2698.0,2801.0,3817.0,0.0
28.0,Left,10.0,-30.0,0.0,251.0,1036.0,1050.0,2114.0,3131.0,3176.0,3872.0,3894.0,,5107.0,0.0
29.0,Left,2.0,-7.5,0.0,722.0,745.0,759.0,1827.0,2845.0,2893.0,4088.0,4111.0,,5320.0,0.0
30.0,Right,2.0,15.0,0.0,722.0,745.0,760.0,1826.0,2843.0,2892.0,2877.0,2906.0,3003.0,4019.0,0.0
31.0,Left,2.0,-60.0,0.0,736.0,1237.0,1250.0,2321.0,3337.0,3387.0,3529.0,3552.0,,4762.0,0.0
32.0,Left,2.0,-30.0,0.0,735.0,755.0,766.0,1834.0,2850.0,2896.0,3619.0,3642.0,,4854.0,0.0
33.0,Left,10.0,7.5,0.0,445.0,468.0,480.0,1551.0,2569.0,2618.0,2602.0,,,3432.0,0.0
34.0,DurationTime,2.0,30.0,0.0,704.0,728.0,748.0,1804.0,,,,,,2617.0,0.0
35.0,DurationTime,10.0,15.0,0.0,258.0,697.0,710.0,1775.0,,,,,,2590.0,0.0
36.0,Right,10.0,15.0,0.0,449.0,4262.0,4279.0,5339.0,6356.0,6403.0,7289.0,7313.0,7415.0,8431.0,0.0
37.0,Right,2.0,60.0,0.0,698.0,722.0,735.0,1798.0,2815.0,2862.0,3358.0,3380.0,3481.0,4502.0,0.0
38.0,Right,2.0,-15.0,0.0,696.0,720.0,739.0,1797.0,2814.0,2861.0,3739.0,,,4566.0,0.0
39.0,Left,10.0,-60.0,0.0,263.0,286.0,298.0,1369.0,2387.0,2435.0,3380.0,3404.0,,4614.0,0.0
40.0,Left,10.0,60.0,0.0,262.0,1816.0,1832.0,2893.0,3913.0,3958.0,4781.0,,,5605.0,0.0
41.0,DurationTime,2.0,7.5,0.0,720.0,743.0,755.0,1819.0,,,,,,2630.0,0.0
42.0,Right,2.0,30.0,0.0,722.0,746.0,764.0,1832.0,2850.0,2899.0,4735.0,4759.0,4863.0,5882.0,0.0
43.0,Right,2.0,7.5,0.0,721.0,1036.0,1051.0,2117.0,3136.0,3182.0,4151.0,4174.0,4274.0,5293.0,0.0
44.0,Left,10.0,-7.5,0.0,254.0,273.0,286.0,1368.0,2385.0,2432.0,2801.0,2825.0,,4038.0,0.0
45.0,Right,2.0,15.0,0.0,738.0,1463.0,1482.0,2549.0,3567.0,3612.0,4762.0,4786.0,4891.0,5909.0,0.0
46.0,Right,10.0,60.0,0.0,466.0,1150.0,1168.0,2228.0,3246.0,3292.0,4374.0,4398.0,4500.0,5523.0,0.0
47.0,Left,10.0,-60.0,0.0,265.0,289.0,304.0,1377.0,2396.0,2442.0,3331.0,3355.0,,4567.0,0.0
48.0,Right,10.0,7.5,0.0,459.0,483.0,499.0,1576.0,2593.0,2642.0,3455.0,3479.0,3578.0,4600.0,0.0
49.0,Left,2.0,-30.0,0.0,736.0,756.0,774.0,1834.0,2852.0,2898.0,3937.0,3961.0,,5170.0,0.0
50.0,Right,2.0,7.5,0.0,734.0,757.0,772.0,1839.0,2856.0,2904.0,3645.0,3669.0,3768.0,4788.0,0.0
51.0,Left,10.0,-30.0,0.0,419.0,5102.0,5121.0,6177.0,7195.0,7251.0,7228.0,7264.0,,8471.0,0.0
52.0,Left,2.0,-60.0,0.0,736.0,760.0,781.0,1852.0,2870.0,2916.0,3986.0,4010.0,,5217.0,0.0
53.0,Right,2.0,30.0,0.0,723.0,745.0,761.0,1828.0,2847.0,2893.0,3553.0,3577.0,3680.0,4698.0,0.0
54.0,Right,10.0,30.0,0.0,256.0,870.0,889.0,1949.0,2967.0,3013.0,4143.0,4166.0,4271.0,5288.0,0.0
55.0,Left,2.0,-7.5,0.0,695.0,717.0,733.0,1794.0,2812.0,2859.0,3974.0,3997.0,,5207.0,0.0
56.0,Left,10.0,-15.0,0.0,258.0,874.0,893.0,1958.0,2976.0,3022.0,4997.0,5020.0,,6232.0,0.0
57.0,Left,2.0,-15.0,0.0,703.0,1588.0,1607.0,2665.0,3682.0,3729.0,4934.0,4957.0,,6166.0,0.0
