Trial number,Trial number - binary,Expected MSB,Trial number excepted - bins,Trial number - bins ,Start time,End time
1,1,1,0000000000001,0000000000001,0,3991
2,2,2,0000000000010,0000000000010,7032,10839
3,2,2,0000000000011,0000000000010,13831,17695
4,4,4,0000000000100,0000000000100,20681,24188
5,4,4,0000000000101,0000000000100,27227,30991
6,4,4,0000000000110,0000000000100,34442,38216
7,4,4,0000000000111,0000000000100,41205,44966
8,8,8,0000000001000,0000000001000,47986,51789
9,8,8,0000000001001,0000000001000,54831,56721
10,8,8,0000000001010,0000000001000,59709,63268
11,8,8,0000000001011,0000000001000,66271,70294
12,8,8,0000000001100,0000000001000,73322,77302
13,8,8,0000000001101,0000000001000,80529,82423
14,8,8,0000000001110,0000000001000,85439,87360
15,8,8,0000000001111,0000000001000,90406,94385
16,16,16,0000000010000,0000000010000,97409,99332
17,16,16,0000000010001,0000000010000,102376,106221
18,16,16,0000000010010,0000000010000,109244,113040
19,16,16,0000000010011,0000000010000,116097,119828
20,16,16,0000000010100,0000000010000,122853,126813
21,16,16,0000000010101,0000000010000,129845,132822
22,16,16,0000000010110,0000000010000,135863,140219
23,16,16,0000000010111,0000000010000,143231,146904
24,16,16,0000000011000,0000000010000,149904,153933
25,16,16,0000000011001,0000000010000,156948,160804
26,16,16,0000000011010,0000000010000,163833,167857
27,16,16,0000000011011,0000000010000,170860,174335
28,16,16,0000000011100,0000000010000,177346,180860
29,16,16,0000000011101,0000000010000,183884,187442
30,16,16,0000000011110,0000000010000,190440,194365
31,16,16,0000000011111,0000000010000,197381,201375
32,32,32,0000000100000,0000000100000,204381,207776
33,32,32,0000000100001,0000000100000,210786,214414
34,34,32,0000000100010,0000000100010,217413,221722
35,34,32,0000000100011,0000000100010,224724,228445
36,32,32,0000000100100,0000000100000,231449,235470
37,32,32,0000000100101,0000000100000,238513,242114
38,34,32,0000000100110,0000000100010,245142,248842
39,34,32,0000000100111,0000000100010,251884,253799
40,40,32,0000000101000,0000000101000,256792,260488
41,32,32,0000000101001,0000000100000,263921,267363
42,34,32,0000000101010,0000000100010,270382,273688
43,32,32,0000000101011,0000000100000,277669,281524
44,32,32,0000000101100,0000000100000,284556,288436
45,32,32,0000000101101,0000000100000,292625,296120
46,34,32,0000000101110,0000000100010,299131,302846
47,32,32,0000000101111,0000000100000,306973,311001
48,32,32,0000000110000,0000000100000,314254,318481
49,32,32,0000000110001,0000000100000,322287,326268
50,34,32,0000000110010,0000000100010,329259,333137
51,34,32,0000000110011,0000000100010,342785,346636
52,32,32,0000000110100,0000000100000,352341,356302
53,32,32,0000000110101,0000000100000,359761,363776
54,34,32,0000000110110,0000000100010,366783,370797
55,32,32,0000000110111,0000000100000,373802,377856
56,40,32,0000000111000,0000000101000,380861,384721
57,40,32,0000000111001,0000000101000,387724,389617
58,34,32,0000000111010,0000000100010,392634,396474
59,40,32,0000000111011,0000000101000,399497,403307
60,32,32,0000000111100,0000000100000,406322,410096
61,32,32,0000000111101,0000000100000,413095,417257
62,34,32,0000000111110,0000000100010,420276,424375
63,34,32,0000000111111,0000000100010,427412,431091
64,64,64,0000001000000,0000001000000,434104,437655
65,64,64,0000001000001,0000001000000,440649,444684
66,64,64,0000001000010,0000001000000,447695,451914
67,64,64,0000001000011,0000001000000,454921,458777
68,64,64,0000001000100,0000001000000,461793,467974
69,64,64,0000001000101,0000001000000,470976,474700
70,64,64,0000001000110,0000001000000,477691,481414
71,64,64,0000001000111,0000001000000,484437,488552
72,64,64,0000001001000,0000001000000,491553,495899
73,64,64,0000001001001,0000001000000,498901,502284
74,64,64,0000001001010,0000001000000,505289,509146
75,64,64,0000001001011,0000001000000,512189,516077
76,64,64,0000001001100,0000001000000,523376,527238
77,64,64,0000001001101,0000001000000,530281,535859
78,64,64,0000001001110,0000001000000,539040,542806
79,64,64,0000001001111,0000001000000,545810,549711
80,64,64,0000001010000,0000001000000,552710,556691
81,64,64,0000001010001,0000001000000,559693,563571
82,64,64,0000001010010,0000001000000,566605,570366
83,64,64,0000001010011,0000001000000,573391,577098
84,64,64,0000001010100,0000001000000,580122,583637
85,64,64,0000001010101,0000001000000,586633,590681
86,64,64,0000001010110,0000001000000,593706,597022
87,64,64,0000001010111,0000001000000,600039,605240
88,64,64,0000001011000,0000001000000,608267,612487
89,72,64,0000001011001,0000001001000,615498,619398
90,64,64,0000001011010,0000001000000,622407,626963
91,64,64,0000001011011,0000001000000,629986,633883
92,64,64,0000001011100,0000001000000,636900,640660
