,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,20
1,-30.0,0,13
2,-15.0,5,22
3,-7.5,4,14
4,7.5,5,16
5,15.0,10,18
6,30.0,7,15
7,60.0,11,18
