,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,13
1,-30.0,2,15
2,-15.0,2,14
3,-7.5,1,14
4,7.5,9,13
5,15.0,7,20
6,30.0,9,16
7,60.0,10,17
