,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,10
1,-30.0,0,9
2,-15.0,0,13
3,-7.5,3,9
4,7.5,5,10
5,15.0,7,11
6,30.0,8,10
7,60.0,7,12
