,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,9
1,-30.0,1,9
2,-15.0,0,9
3,-7.5,5,9
4,7.5,4,9
5,15.0,8,9
6,30.0,7,10
7,60.0,9,10
