,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,10
1,-30.0,4,9
2,-15.0,3,12
3,-7.5,5,11
4,7.5,7,11
5,15.0,10,10
6,30.0,10,11
7,60.0,10,11
