,HEADING_DIRECTION,R_counts,counts
0,-60.0,6,25
1,-30.0,4,26
2,-15.0,11,26
3,-7.5,14,24
4,7.5,14,24
5,15.0,18,26
6,30.0,20,29
7,60.0,21,29
