,HEADING_DIRECTION,R_counts,counts
0,-60.0,7,19
1,-30.0,7,14
2,-15.0,7,16
3,-7.5,5,13
4,7.5,6,23
5,15.0,7,13
6,30.0,9,16
7,60.0,8,14
