Trial,Rat Decison,STIMULUS_TYPE,HEADING_DIRECTION,StartTimeOnSet,TrialBeginRealTime,AudioStartRealTime,HeadEnterCenterRealTime,StimulusStartRealTime,RobotEndMovingForwardRealTime,CenterRewardRealTime,GoCueSoundRealTime,RatDecisionRealTime,SideRewardSoundRealTime,RightRewardRealTime,RobotStartMovingBackwardRealTime,TotalManualReward,EndTimeOnSet
1.0,Right,2.0,60.0,0,17.0,709.0,20712.0,20737.0,21801.0,22824.0,22878.0,23468.0,23494.0,23592.0,24610.0,0.0,3896
2.0,Right,2.0,-30.0,7304,0.0,712.0,1103.0,1118.0,2210.0,3226.0,3275.0,4846.0,,,5672.0,0.0,11852
3.0,Right,2.0,15.0,14870,0.0,715.0,738.0,753.0,1820.0,2841.0,2885.0,3989.0,4012.0,4115.0,5133.0,0.0,19252
4.0,Right,2.0,30.0,22295,0.0,732.0,755.0,772.0,1838.0,2856.0,2903.0,3580.0,3603.0,3702.0,4718.0,0.0,26255
5.0,Right,2.0,7.5,29981,0.0,686.0,1438.0,1453.0,2521.0,3538.0,3586.0,4326.0,4349.0,4452.0,5470.0,0.0,34007
6.0,Right,2.0,-7.5,37079,0.0,692.0,797.0,816.0,1868.0,2883.0,2933.0,3660.0,,,4486.0,0.0,40760
7.0,Left,2.0,-15.0,43815,0.0,737.0,760.0,775.0,1841.0,2857.0,2906.0,3724.0,3748.0,,4915.0,0.0,47962
8.0,DurationTime,2.0,-60.0,50983,0.0,715.0,738.0,755.0,1812.0,,,,,,2626.0,0.0,52872
9.0,DurationTime,2.0,-60.0,55887,0.0,706.0,729.0,745.0,1811.0,,,,,,2624.0,0.0,57777
10.0,Right,2.0,-60.0,62372,0.0,690.0,2304.0,2322.0,3389.0,4407.0,4454.0,6185.0,,,7011.0,0.0,67073
11.0,Right,2.0,-60.0,70060,0.0,690.0,714.0,728.0,1783.0,2800.0,2847.0,4472.0,,,5297.0,0.0,74647
12.0,Right,2.0,-7.5,77681,0.0,718.0,743.0,760.0,1825.0,2842.0,2889.0,4075.0,,,4899.0,0.0,81829
13.0,Right,2.0,60.0,84864,0.0,731.0,751.0,768.0,1831.0,2848.0,2895.0,3906.0,3929.0,4030.0,5046.0,0.0,89158
14.0,Left,2.0,-30.0,92818,0.0,734.0,1378.0,1397.0,2458.0,3474.0,3530.0,3509.0,3543.0,,4712.0,0.0,96145
15.0,Right,2.0,-15.0,99159,0.0,708.0,730.0,742.0,1807.0,2826.0,2871.0,3897.0,,,4718.0,0.0,103145
16.0,Right,2.0,30.0,106146,0.0,687.0,711.0,726.0,1794.0,2813.0,2857.0,3325.0,3348.0,3451.0,4467.0,0.0,109903
17.0,Right,2.0,7.5,112947,0.0,739.0,762.0,780.0,1837.0,2854.0,2904.0,3950.0,3974.0,4075.0,5092.0,0.0,117268
18.0,Left,2.0,15.0,120317,0.0,735.0,758.0,784.0,1846.0,2863.0,2909.0,4082.0,,,4906.0,0.0,124455
19.0,DurationTime,2.0,30.0,127475,0.0,719.0,741.0,756.0,1817.0,,,,,,2631.0,0.0,129373
20.0,Right,2.0,-7.5,132373,0.0,694.0,717.0,731.0,1800.0,2817.0,2866.0,2851.0,,,3681.0,0.0,135331
21.0,Left,2.0,-30.0,138335,0.0,699.0,722.0,737.0,1802.0,2819.0,2870.0,2853.0,2884.0,,4048.0,0.0,141654
22.0,Right,2.0,60.0,144977,0.0,719.0,1032.0,1053.0,2117.0,3133.0,3180.0,4077.0,4100.0,4201.0,5215.0,0.0,149145
23.0,Left,2.0,-60.0,152312,0.0,711.0,884.0,898.0,1965.0,2984.0,3028.0,5017.0,5040.0,,6211.0,0.0,157639
24.0,Right,2.0,-15.0,160668,0.0,725.0,747.0,756.0,1826.0,2842.0,2890.0,4040.0,,,4861.0,0.0,164785
25.0,Right,2.0,7.5,167807,0.0,715.0,737.0,755.0,1817.0,2837.0,2883.0,3544.0,3567.0,3670.0,4686.0,0.0,171749
26.0,Right,2.0,15.0,174789,0.0,730.0,753.0,768.0,1837.0,2854.0,2901.0,4595.0,4618.0,4721.0,5737.0,0.0,179775
27.0,Right,2.0,30.0,183182,0.0,723.0,1104.0,1119.0,2211.0,3228.0,3272.0,4385.0,4408.0,4509.0,5527.0,0.0,187575
28.0,Left,2.0,15.0,190639,0.0,722.0,785.0,796.0,1860.0,2878.0,2925.0,4355.0,,,5179.0,0.0,195034
29.0,Right,2.0,30.0,198050,0.0,713.0,737.0,754.0,1815.0,2834.0,2878.0,3728.0,3751.0,3854.0,4873.0,0.0,202188
30.0,Right,2.0,7.5,205443,0.0,706.0,961.0,984.0,2047.0,3064.0,3111.0,4459.0,4482.0,4581.0,5600.0,0.0,210066
