Trial number,Trial number - binary,Expected MSB,Trial number excepted - bins,Trial number - bins ,Start time,End time
78,64,64,0000001001110,0000001000000,592895,597097
79,72,64,0000001001111,0000001001000,600571,604759
80,64,64,0000001010000,0000001000000,607783,612119
81,64,64,0000001010001,0000001000000,615128,618884
82,64,64,0000001010010,0000001000000,621889,626103
83,64,64,0000001010011,0000001000000,629145,633125
84,64,64,0000001010100,0000001000000,637415,641756
85,64,64,0000001010101,0000001000000,644784,648700
86,64,64,0000001010110,0000001000000,651688,655317
87,64,64,0000001010111,0000001000000,658314,662181
88,64,64,0000001011000,0000001000000,665195,669148
89,64,64,0000001011001,0000001000000,672168,676471
90,64,64,0000001011010,0000001000000,679480,683543
91,64,64,0000001011011,0000001000000,686584,690781
92,64,64,0000001011100,0000001000000,693783,698021
93,64,64,0000001011101,0000001000000,701044,705099
94,64,64,0000001011110,0000001000000,708961,713055
95,64,64,0000001011111,0000001000000,716080,720249
96,64,64,0000001100000,0000001000000,723284,727386
97,64,64,0000001100001,0000001000000,730373,734559
98,66,64,0000001100010,0000001000010,737587,741925
99,66,64,0000001100011,0000001000010,744928,749020
100,64,64,0000001100100,0000001000000,752023,756268
101,64,64,0000001100101,0000001000000,759277,763634
102,66,64,0000001100110,0000001000010,766639,771061
103,66,64,0000001100111,0000001000010,774066,778593
104,72,64,0000001101000,0000001001000,781583,785612
105,64,64,0000001101001,0000001000000,788620,792598
106,72,64,0000001101010,0000001001000,795602,799478
107,64,64,0000001101011,0000001000000,802479,806938
108,64,64,0000001101100,0000001000000,809952,814149
109,64,64,0000001101101,0000001000000,817174,820989
110,66,64,0000001101110,0000001000010,824006,828120
111,64,64,0000001101111,0000001000000,831149,835771
112,64,64,0000001110000,0000001000000,838772,842720
113,64,64,0000001110001,0000001000000,845745,849886
114,66,64,0000001110010,0000001000010,853099,857556
115,66,64,0000001110011,0000001000010,860560,864983
116,64,64,0000001110100,0000001000000,868111,872170
117,64,64,0000001110101,0000001000000,875202,879678
118,66,64,0000001110110,0000001000010,882682,886537
119,66,64,0000001110111,0000001000010,889576,893786
120,72,64,0000001111000,0000001001000,896823,900941
121,72,64,0000001111001,0000001001000,903947,908081
122,72,64,0000001111010,0000001001000,911082,916776
123,72,64,0000001111011,0000001001000,919785,923843
124,64,64,0000001111100,0000001000000,926857,928753
125,64,64,0000001111101,0000001000000,931742,935916
126,64,64,0000001111110,0000001000000,938943,943084
127,66,64,0000001111111,0000001000010,946092,950456
128,128,128,0000010000000,0000010000000,953482,957817
129,128,128,0000010000001,0000010000000,960823,964858
130,128,128,0000010000010,0000010000000,968408,974381
131,128,128,0000010000011,0000010000000,977386,981374
132,128,128,0000010000100,0000010000000,984403,986298
133,128,128,0000010000101,0000010000000,989433,993355
134,128,128,0000010000110,0000010000000,1058880,1063174
135,128,128,0000010000111,0000010000000,1066184,1070080
136,128,128,0000010001000,0000010000000,1075261,1079400
137,128,128,0000010001001,0000010000000,1082422,1087966
138,128,128,0000010001010,0000010000000,1090970,1094808
139,128,128,0000010001011,0000010000000,1098955,1103131
140,128,128,0000010001100,0000010000000,1106134,1110130
141,128,128,0000010001101,0000010000000,1113119,1117760
142,128,128,0000010001110,0000010000000,1120749,1124962
143,128,128,0000010001111,0000010000000,1129627,1133987
144,128,128,0000010010000,0000010000000,1152328,1155655
145,128,128,0000010010001,0000010000000,1160059,1161953
146,128,128,0000010010010,0000010000000,1165150,1169434
147,128,128,0000010010011,0000010000000,1174524,1178292
148,128,128,0000010010100,0000010000000,1181308,1186477
149,128,128,0000010010101,0000010000000,1189470,1193772
150,128,128,0000010010110,0000010000000,1196779,1200624
151,128,128,0000010010111,0000010000000,1203646,1207972
152,128,128,0000010011000,0000010000000,1222496,1227438
153,128,128,0000010011001,0000010000000,1230427,1234642
154,128,128,0000010011010,0000010000000,1238231,1240156
155,128,128,0000010011011,0000010000000,1244343,1248120
156,128,128,0000010011100,0000010000000,1251107,1254742
157,128,128,0000010011101,0000010000000,1263007,1266729
158,128,128,0000010011110,0000010000000,1269722,1271618
159,128,128,0000010011111,0000010000000,1274956,1276837
160,128,128,0000010100000,0000010000000,1286838,1288730
161,128,128,0000010100001,0000010000000,1291710,1293608
162,130,128,0000010100010,0000010000010,1297492,1299383
163,130,128,0000010100011,0000010000010,1302514,1304402
164,128,128,0000010100100,0000010000000,1307426,1309314
165,128,128,0000010100101,0000010000000,1351252,1355648
166,130,128,0000010100110,0000010000010,1362142,1366273
167,128,128,0000010100111,0000010000000,1369520,1371415
168,136,128,0000010101000,0000010001000,1381429,1385591
169,136,128,0000010101001,0000010001000,1392322,1396691
170,130,128,0000010101010,0000010000010,1402007,1406580
171,136,128,0000010101011,0000010001000,1423796,1428748
172,128,128,0000010101100,0000010000000,1440453,1444857
173,128,128,0000010101101,0000010000000,1449599,1451489
174,130,128,0000010101110,0000010000010,1474217,1478281
175,128,128,0000010101111,0000010000000,1485581,1490196
176,128,128,0000010110000,0000010000000,1493244,1495140
177,128,128,0000010110001,0000010000000,1502964,1507720
178,130,128,0000010110010,0000010000010,1515289,1519260
179,128,128,0000010110011,0000010000000,1534768,1539583
180,128,128,0000010110100,0000010000000,1542587,1546889
181,128,128,0000010110101,0000010000000,1549883,1554085
182,130,128,0000010110110,0000010000010,1558909,1563401
183,130,128,0000010110111,0000010000010,1566404,1570856
184,136,128,0000010111000,0000010001000,1573883,1578076
185,128,128,0000010111001,0000010000000,1581126,1585879
186,136,128,0000010111010,0000010001000,1588885,1593285
187,136,128,0000010111011,0000010001000,1615237,1619908
188,128,128,0000010111100,0000010000000,1627993,1632400
189,128,128,0000010111101,0000010000000,1635393,1637290
190,130,128,0000010111110,0000010000010,1640313,1643474
191,130,128,0000010111111,0000010000010,1647098,1652169
192,128,128,0000011000000,0000010000000,1655163,1659486
193,128,128,0000011000001,0000010000000,1664568,1669104
194,128,128,0000011000010,0000010000000,1672129,1676411
195,128,128,0000011000011,0000010000000,1679402,1683616
196,128,128,0000011000100,0000010000000,1690740,1695177
197,128,128,0000011000101,0000010000000,1711591,1716096
198,130,128,0000011000110,0000010000010,1725947,1729981
