,HEADING_DIRECTION,R_counts,counts
0,-60.0,3,19
1,-30.0,1,21
2,-15.0,2,19
3,-7.5,5,19
4,7.5,8,19
5,15.0,14,19
6,30.0,14,19
7,60.0,15,19
