,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,18
1,-30.0,0,20
2,-15.0,2,21
3,-7.5,8,23
4,7.5,7,21
5,15.0,9,19
6,30.0,18,22
7,60.0,17,21
