Trial number,Trial number - binary,Expected MSB,Trial number excepted - bins,Trial number - bins ,Start time,End time
1,1,1,0000000000001,0000000000001,0,3790
2,2,2,0000000000010,0000000000010,6778,10658
3,2,2,0000000000011,0000000000010,13693,18350
4,4,4,0000000000100,0000000000100,21337,24673
5,4,4,0000000000101,0000000000100,27709,31741
6,4,4,0000000000110,0000000000100,34738,38613
7,4,4,0000000000111,0000000000100,41657,46256
8,8,8,0000000001000,0000000001000,49301,52262
9,8,8,0000000001001,0000000001000,55304,59222
10,8,8,0000000001010,0000000001000,62227,66748
11,8,8,0000000001011,0000000001000,69792,74773
12,8,8,0000000001100,0000000001000,77803,82762
13,8,8,0000000001101,0000000001000,85775,89911
14,8,8,0000000001110,0000000001000,92919,96674
15,8,8,0000000001111,0000000001000,99713,103642
16,16,16,0000000010000,0000000010000,106641,110302
17,16,16,0000000010001,0000000010000,115892,121564
18,16,16,0000000010010,0000000010000,124588,128409
19,16,16,0000000010011,0000000010000,131412,135014
20,16,16,0000000010100,0000000010000,138041,141489
21,16,16,0000000010101,0000000010000,144488,148870
22,16,16,0000000010110,0000000010000,151870,156485
23,16,16,0000000010111,0000000010000,159529,163385
24,16,16,0000000011000,0000000010000,166408,169771
25,16,16,0000000011001,0000000010000,172757,177053
26,16,16,0000000011010,0000000010000,180099,183926
27,16,16,0000000011011,0000000010000,186941,190942
28,16,16,0000000011100,0000000010000,193974,199250
29,16,16,0000000011101,0000000010000,202252,206034
30,16,16,0000000011110,0000000010000,209059,212813
31,16,16,0000000011111,0000000010000,215843,219737
32,32,32,0000000100000,0000000100000,222778,226126
33,32,32,0000000100001,0000000100000,229175,235037
34,34,32,0000000100010,0000000100010,238067,242043
35,32,32,0000000100011,0000000100000,245045,248566
36,32,32,0000000100100,0000000100000,251568,255127
37,32,32,0000000100101,0000000100000,258145,262065
38,34,32,0000000100110,0000000100010,265571,270124
39,32,32,0000000100111,0000000100000,273131,276607
40,40,32,0000000101000,0000000101000,279610,283970
41,40,32,0000000101001,0000000101000,286976,291890
42,40,32,0000000101010,0000000101000,294937,298199
43,40,32,0000000101011,0000000101000,301215,305221
44,32,32,0000000101100,0000000100000,308214,311390
45,32,32,0000000101101,0000000100000,314420,318733
46,40,32,0000000101110,0000000101000,321765,327703
47,32,32,0000000101111,0000000100000,330711,335131
48,32,32,0000000110000,0000000100000,338134,341752
