,HEADING_DIRECTION,R_counts,counts
0,-60.0,2,25
1,-30.0,1,27
2,-15.0,9,22
3,-7.5,12,23
4,7.5,17,25
5,15.0,17,24
6,30.0,20,23
7,60.0,20,21
