,HEADING_DIRECTION,R_counts,counts
0,-60.0,4,25
1,-30.0,7,19
2,-15.0,8,22
3,-7.5,11,18
4,7.5,13,19
5,15.0,13,21
6,30.0,14,19
7,60.0,15,21
