,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,11
1,-30.0,1,10
2,-15.0,2,13
3,-7.5,4,14
4,7.5,6,11
5,15.0,7,15
6,30.0,8,11
7,60.0,9,11
