,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,19
1,-30.0,3,18
2,-15.0,8,22
3,-7.5,9,22
4,7.5,14,18
5,15.0,16,18
6,30.0,17,22
7,60.0,16,19
