,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,7
1,-30.0,3,6
2,-15.0,2,7
3,-7.5,6,7
4,7.5,4,7
5,15.0,5,6
6,30.0,4,14
7,60.0,6,7
