,HEADING_DIRECTION,R_counts,counts
0,-60.0,3,10
1,-30.0,0,12
2,-15.0,3,10
3,-7.5,3,10
4,7.5,2,13
5,15.0,4,11
6,30.0,7,13
7,60.0,8,9
