Trial number,Trial number - binary,Expected MSB,Trial number excepted - bins,Trial number - bins ,Start time,End time
1,1,1,0000000000001,0000000000001,0,3492
2,2,2,0000000000010,0000000000010,6081,10153
3,2,2,0000000000011,0000000000010,13386,17328
4,4,4,0000000000100,0000000000100,20089,23056
5,4,4,0000000000101,0000000000100,26077,29738
6,4,4,0000000000110,0000000000100,33440,36912
7,4,4,0000000000111,0000000000100,39473,42525
8,8,8,0000000001000,0000000001000,47209,51033
9,8,8,0000000001001,0000000001000,56825,60773
10,8,8,0000000001010,0000000001000,65254,69196
11,8,8,0000000001011,0000000001000,71757,73640
12,8,8,0000000001100,0000000001000,77624,79545
13,8,8,0000000001101,0000000001000,82106,83998
14,8,8,0000000001110,0000000001000,86591,90385
15,8,8,0000000001111,0000000001000,93386,97288
16,16,16,0000000010000,0000000010000,100941,104900
17,16,16,0000000010001,0000000010000,109201,113927
18,16,16,0000000010010,0000000010000,116916,120889
19,16,16,0000000010011,0000000010000,123639,127533
20,16,16,0000000010100,0000000010000,130346,132237
21,16,16,0000000010101,0000000010000,135497,139834
22,16,16,0000000010110,0000000010000,142852,145872
23,16,16,0000000010111,0000000010000,148642,151604
24,16,16,0000000011000,0000000010000,154616,158710
25,16,16,0000000011001,0000000010000,161709,165941
26,16,16,0000000011010,0000000010000,168984,172360
27,16,16,0000000011011,0000000010000,175392,179488
28,16,16,0000000011100,0000000010000,182761,186833
29,16,16,0000000011101,0000000010000,189604,193916
30,16,16,0000000011110,0000000010000,196936,200721
31,16,16,0000000011111,0000000010000,203855,208229
32,32,32,0000000100000,0000000100000,211001,213964
33,32,32,0000000100001,0000000100000,216546,222490
34,34,32,0000000100010,0000000100010,225534,229346
35,32,32,0000000100011,0000000100000,232137,234030
36,32,32,0000000100100,0000000100000,236601,240287
37,32,32,0000000100101,0000000100000,244337,246230
38,34,32,0000000100110,0000000100010,250755,254793
39,32,32,0000000100111,0000000100000,258105,259998
40,40,32,0000000101000,0000000101000,262759,264653
41,40,32,0000000101001,0000000101000,267401,269294
42,32,32,0000000101010,0000000100000,271854,276235
43,32,32,0000000101011,0000000100000,279245,283022
44,32,32,0000000101100,0000000100000,286362,288254
45,32,32,0000000101101,0000000100000,297094,298986
46,34,32,0000000101110,0000000100010,302011,307950
47,34,32,0000000101111,0000000100010,310973,314553
48,32,32,0000000110000,0000000100000,317137,320991
49,32,32,0000000110001,0000000100000,324002,327486
50,34,32,0000000110010,0000000100010,330072,334362
