Trial number,Trial number - binary,Expected MSB,Trial number excepted - bins,Trial number - bins ,Start time,End time
51,32,32,0000000110011,0000000100000,336933,342018
52,32,32,0000000110100,0000000100000,344770,349427
53,32,32,0000000110101,0000000100000,352646,357511
54,34,32,0000000110110,0000000100010,360503,364496
55,34,32,0000000110111,0000000100010,373238,376750
56,32,32,0000000111000,0000000100000,379742,383535
57,40,32,0000000111001,0000000101000,386286,390688
58,40,32,0000000111010,0000000101000,393448,397911
59,40,32,0000000111011,0000000101000,400958,404798
60,32,32,0000000111100,0000000100000,407811,411672
61,32,32,0000000111101,0000000100000,414411,419075
62,40,32,0000000111110,0000000101000,422085,426130
63,34,32,0000000111111,0000000100010,428874,432531
64,64,64,0000001000000,0000001000000,435285,439162
65,64,64,0000001000001,0000001000000,441921,446456
66,64,64,0000001000010,0000001000000,449454,453817
67,64,64,0000001000011,0000001000000,456378,461111
68,64,64,0000001000100,0000001000000,464132,468013
69,64,64,0000001000101,0000001000000,470574,475034
70,64,64,0000001000110,0000001000000,479855,484229
71,64,64,0000001000111,0000001000000,487250,491375
72,64,64,0000001001000,0000001000000,494374,498948
73,64,64,0000001001001,0000001000000,502057,506701
74,64,64,0000001001010,0000001000000,509443,514035
75,64,64,0000001001011,0000001000000,517636,521685
76,64,64,0000001001100,0000001000000,527278,531342
77,64,64,0000001001101,0000001000000,537565,541456
78,64,64,0000001001110,0000001000000,544486,549190
79,64,64,0000001001111,0000001000000,552182,556287
80,64,64,0000001010000,0000001000000,559326,561219
81,64,64,0000001010001,0000001000000,563791,567654
82,64,64,0000001010010,0000001000000,575006,579999
83,66,64,0000001010011,0000001000010,582992,586943
84,64,64,0000001010100,0000001000000,589955,594187
85,64,64,0000001010101,0000001000000,601278,605231
86,64,64,0000001010110,0000001000000,608233,613115
87,64,64,0000001010111,0000001000000,615675,619459
88,64,64,0000001011000,0000001000000,622479,626892
89,64,64,0000001011001,0000001000000,629902,633806
90,64,64,0000001011010,0000001000000,636630,641339
91,64,64,0000001011011,0000001000000,644393,648002
92,64,64,0000001011100,0000001000000,650806,655951
93,64,64,0000001011101,0000001000000,658722,660608
94,64,64,0000001011110,0000001000000,663180,667902
95,64,64,0000001011111,0000001000000,671809,676380
96,64,64,0000001100000,0000001000000,681602,686131
97,64,64,0000001100001,0000001000000,688816,692239
98,66,64,0000001100010,0000001000010,694792,697756
99,64,64,0000001100011,0000001000000,700315,704107
100,64,64,0000001100100,0000001000000,706668,708568
101,64,64,0000001100101,0000001000000,711338,715314
102,66,64,0000001100110,0000001000010,718324,722004
103,66,64,0000001100111,0000001000010,725049,728640
104,72,64,0000001101000,0000001001000,731665,735586
105,64,64,0000001101001,0000001000000,738618,742154
106,72,64,0000001101010,0000001001000,744716,748652
107,72,64,0000001101011,0000001001000,751685,755394
108,64,64,0000001101100,0000001000000,762358,766368
109,64,64,0000001101101,0000001000000,769140,773071
110,66,64,0000001101110,0000001000010,776075,779577
111,64,64,0000001101111,0000001000000,784636,788661
112,64,64,0000001110000,0000001000000,791659,795865
113,64,64,0000001110001,0000001000000,798626,802419
114,66,64,0000001110010,0000001000010,805422,809904
115,66,64,0000001110011,0000001000010,812672,816940
116,64,64,0000001110100,0000001000000,819520,823843
117,64,64,0000001110101,0000001000000,826842,830780
118,66,64,0000001110110,0000001000010,833786,837943
119,64,64,0000001110111,0000001000000,840975,844900
120,72,64,0000001111000,0000001001000,847653,851614
121,72,64,0000001111001,0000001001000,860342,862228
122,72,64,0000001111010,0000001001000,865245,867133
123,72,64,0000001111011,0000001001000,870168,873680
124,72,64,0000001111100,0000001001000,876441,882284
125,64,64,0000001111101,0000001000000,888717,890608
126,66,64,0000001111110,0000001000010,893621,898780
127,66,64,0000001111111,0000001000010,905883,909916
128,128,128,0000010000000,0000010000000,912488,917272
129,128,128,0000010000001,0000010000000,920293,924778
130,128,128,0000010000010,0000010000000,928188,930112
131,128,128,0000010000011,0000010000000,972116,974008
132,128,128,0000010000100,0000010000000,976580,978507
133,128,128,0000010000101,0000010000000,981065,982969
134,128,128,0000010000110,0000010000000,997089,998981
135,128,128,0000010000111,0000010000000,1001541,1003435
136,128,128,0000010001000,0000010000000,1006184,1012128
137,128,128,0000010001001,0000010000000,1015007,1016897
138,128,128,0000010001010,0000010000000,1030142,1036085
139,128,128,0000010001011,0000010000000,1045475,1047361
140,128,128,0000010001100,0000010000000,1049934,1051828
141,128,128,0000010001101,0000010000000,1070060,1071954
142,128,128,0000010001110,0000010000000,1074714,1078726
143,128,128,0000010001111,0000010000000,1081486,1085968
144,128,128,0000010010000,0000010000000,1088746,1093320
145,128,128,0000010010001,0000010000000,1096358,1099830
146,128,128,0000010010010,0000010000000,1102622,1105581
147,128,128,0000010010011,0000010000000,1115605,1118753
148,128,128,0000010010100,0000010000000,1121795,1125279
149,128,128,0000010010101,0000010000000,1128499,1130392
150,128,128,0000010010110,0000010000000,1145514,1147408
151,128,128,0000010010111,0000010000000,1175341,1179918
152,128,128,0000010011000,0000010000000,1182479,1186681
153,128,128,0000010011001,0000010000000,1191621,1195342
154,128,128,0000010011010,0000010000000,1197922,1202066
155,128,128,0000010011011,0000010000000,1205097,1209842
156,128,128,0000010011100,0000010000000,1214942,1218766
157,128,128,0000010011101,0000010000000,1221330,1225934
158,128,128,0000010011110,0000010000000,1228976,1232958
159,128,128,0000010011111,0000010000000,1238430,1241933
160,128,128,0000010100000,0000010000000,1245415,1249289
161,128,128,0000010100001,0000010000000,1252830,1256793
162,130,128,0000010100010,0000010000010,1259805,1263390
163,128,128,0000010100011,0000010000000,1267130,1269013
164,128,128,0000010100100,0000010000000,1272045,1273943
165,128,128,0000010100101,0000010000000,1276534,1279901
166,130,128,0000010100110,0000010000010,1282736,1284629
167,130,128,0000010100111,0000010000010,1299036,1301994
168,136,128,0000010101000,0000010001000,1306081,1307969
169,128,128,0000010101001,0000010000000,1317971,1319865
170,130,128,0000010101010,0000010000010,1324989,1326878
171,136,128,0000010101011,0000010001000,1331640,1333529
172,128,128,0000010101100,0000010000000,1336524,1338416
173,128,128,0000010101101,0000010000000,1343165,1345049
174,130,128,0000010101110,0000010000010,1348323,1350209
175,128,128,0000010101111,0000010000000,1355753,1357645
176,128,128,0000010110000,0000010000000,1361678,1363603
177,128,128,0000010110001,0000010000000,1366360,1368265
178,130,128,0000010110010,0000010000010,1371140,1373025
179,130,128,0000010110011,0000010000010,1384618,1388138
180,128,128,0000010110100,0000010000000,1438883,1440778
181,128,128,0000010110101,0000010000000,1443791,1447151
182,130,128,0000010110110,0000010000010,1469196,1471084
183,128,128,0000010110111,0000010000000,1473854,1477968
184,136,128,0000010111000,0000010001000,1480711,1484787
185,136,128,0000010111001,0000010001000,1487589,1492811
186,136,128,0000010111010,0000010001000,1501287,1503175
187,136,128,0000010111011,0000010001000,1516542,1518431
188,128,128,0000010111100,0000010000000,1524511,1528595
189,128,128,0000010111101,0000010000000,1531627,1534984
190,130,128,0000010111110,0000010000010,1537557,1541794
191,128,128,0000010111111,0000010000000,1544837,1549259
192,128,128,0000011000000,0000010000000,1552031,1555683
193,128,128,0000011000001,0000010000000,1558694,1562169
194,128,128,0000011000010,0000010000000,1565199,1568427
195,128,128,0000011000011,0000010000000,1571421,1575323
196,128,128,0000011000100,0000010000000,1578083,1582036
197,128,128,0000011000101,0000010000000,1589298,1593168
