,HEADING_DIRECTION,R_counts,counts
0,-60.0,0,19
1,-30.0,1,21
2,-15.0,3,16
3,-7.5,4,16
4,7.5,5,17
5,15.0,6,22
6,30.0,8,14
7,60.0,9,16
