,HEADING_DIRECTION,R_counts,counts
0,-60.0,1,17
1,-30.0,1,16
2,-15.0,2,20
3,-7.5,4,19
4,7.5,8,21
5,15.0,3,22
6,30.0,6,15
7,60.0,11,15
