,HEADING_DIRECTION,R_counts,counts
0,-60.0,2,15
1,-30.0,2,15
2,-15.0,2,14
3,-7.5,1,20
4,7.5,3,15
5,15.0,8,19
6,30.0,4,18
7,60.0,13,16
